State_Code,Rural/Urban,State,Religious_Community,Age,Total_Population,Literate_Population
1,Rural,JAMMU & KASHMIR,Sikh,19,1797,1760
1,Rural,JAMMU & KASHMIR,Sikh,20-24,10975,10653
1,Rural,JAMMU & KASHMIR,Sikh,25-29,12295,11841
1,Rural,JAMMU & KASHMIR,Sikh,30-34,10408,9897
1,Rural,JAMMU & KASHMIR,Sikh,35-59,33469,28820
1,Rural,JAMMU & KASHMIR,Sikh,60+,11887,6240
1,Rural,JAMMU & KASHMIR,Sikh,Age not stated,100,81
1,Rural,JAMMU & KASHMIR,Buddhist,7,1511,985
1,Rural,JAMMU & KASHMIR,Buddhist,8,1432,1172
1,Rural,JAMMU & KASHMIR,Buddhist,9,1531,1322
1,Rural,JAMMU & KASHMIR,Buddhist,10,1627,1418
1,Rural,JAMMU & KASHMIR,Buddhist,11,1721,1586
1,Rural,JAMMU & KASHMIR,Buddhist,12,1700,1597
1,Rural,JAMMU & KASHMIR,Buddhist,13,1809,1720
1,Rural,JAMMU & KASHMIR,Buddhist,14,1731,1653
1,Rural,JAMMU & KASHMIR,Buddhist,15,1678,1603
1,Rural,JAMMU & KASHMIR,Buddhist,16,1640,1544
1,Rural,JAMMU & KASHMIR,Buddhist,17,1710,1610
1,Rural,JAMMU & KASHMIR,Buddhist,18,1760,1628
1,Rural,JAMMU & KASHMIR,Buddhist,19,1575,1456
1,Rural,JAMMU & KASHMIR,Buddhist,20-24,8299,7209
1,Rural,JAMMU & KASHMIR,Buddhist,25-29,8231,6646
1,Rural,JAMMU & KASHMIR,Buddhist,30-34,7067,5142
1,Rural,JAMMU & KASHMIR,Buddhist,35-59,22471,10415
1,Rural,JAMMU & KASHMIR,Buddhist,60+,9769,2140
1,Rural,JAMMU & KASHMIR,Buddhist,Age not stated,114,75
1,Rural,JAMMU & KASHMIR,Jain,7,7,4
1,Rural,JAMMU & KASHMIR,Jain,8,6,6
1,Rural,JAMMU & KASHMIR,Jain,9,4,2
1,Rural,JAMMU & KASHMIR,Jain,10,6,4
1,Rural,JAMMU & KASHMIR,Jain,11,10,7
1,Rural,JAMMU & KASHMIR,Jain,12,9,7
1,Rural,JAMMU & KASHMIR,Jain,13,7,7
1,Rural,JAMMU & KASHMIR,Jain,14,5,4
1,Rural,JAMMU & KASHMIR,Jain,15,7,5
1,Rural,JAMMU & KASHMIR,Jain,16,9,8
1,Rural,JAMMU & KASHMIR,Jain,17,9,8
1,Rural,JAMMU & KASHMIR,Jain,18,4,4
1,Rural,JAMMU & KASHMIR,Jain,19,11,8
1,Rural,JAMMU & KASHMIR,Jain,20-24,38,32
1,Rural,JAMMU & KASHMIR,Jain,25-29,45,38
1,Rural,JAMMU & KASHMIR,Jain,30-34,23,20
1,Rural,JAMMU & KASHMIR,Jain,35-59,71,40
1,Rural,JAMMU & KASHMIR,Jain,60+,23,4
1,Rural,JAMMU & KASHMIR,Jain,Age not stated,2,2
1,Rural,JAMMU & KASHMIR,Other religions and persuasions,7,47,29
1,Rural,JAMMU & KASHMIR,Other religions and persuasions,8,32,22
1,Rural,JAMMU & KASHMIR,Other religions and persuasions,9,36,19
1,Rural,JAMMU & KASHMIR,Other religions and persuasions,10,25,20
1,Rural,JAMMU & KASHMIR,Other religions and persuasions,11,31,22
1,Rural,JAMMU & KASHMIR,Other religions and persuasions,12,41,28
1,Rural,JAMMU & KASHMIR,Other religions and persuasions,13,39,31
1,Rural,JAMMU & KASHMIR,Other religions and persuasions,14,28,23
1,Rural,JAMMU & KASHMIR,Other religions and persuasions,15,28,17
1,Rural,JAMMU & KASHMIR,Other religions and persuasions,16,13,10
1,Rural,JAMMU & KASHMIR,Other religions and persuasions,17,21,10
1,Rural,JAMMU & KASHMIR,Other religions and persuasions,18,18,12
1,Rural,JAMMU & KASHMIR,Other religions and persuasions,19,20,11
1,Rural,JAMMU & KASHMIR,Other religions and persuasions,20-24,107,50
1,Rural,JAMMU & KASHMIR,Other religions and persuasions,25-29,93,32
1,Rural,JAMMU & KASHMIR,Other religions and persuasions,30-34,82,23
1,Rural,JAMMU & KASHMIR,Other religions and persuasions,35-59,230,38
1,Rural,JAMMU & KASHMIR,Other religions and persuasions,60+,82,4
1,Rural,JAMMU & KASHMIR,Other religions and persuasions,Age not stated,1,1
1,Urban,JAMMU & KASHMIR,Hindu,7,14468,11882
1,Urban,JAMMU & KASHMIR,Hindu,8,14453,13197
1,Urban,JAMMU & KASHMIR,Hindu,9,13750,12906
1,Urban,JAMMU & KASHMIR,Hindu,10,15843,14687
1,Urban,JAMMU & KASHMIR,Hindu,11,14635,13935
1,Urban,JAMMU & KASHMIR,Hindu,12,14881,14224
1,Urban,JAMMU & KASHMIR,Hindu,13,14737,14242
1,Urban,JAMMU & KASHMIR,Hindu,14,15355,14785
1,Urban,JAMMU & KASHMIR,Hindu,15,15475,14822
1,Urban,JAMMU & KASHMIR,Hindu,16,15456,14878
1,Urban,JAMMU & KASHMIR,Hindu,17,15074,14481
1,Urban,JAMMU & KASHMIR,Hindu,18,17276,16424
1,Urban,JAMMU & KASHMIR,Hindu,19,15268,14635
1,Urban,JAMMU & KASHMIR,Hindu,20-24,106193,101492
1,Urban,JAMMU & KASHMIR,Hindu,25-29,133160,126890
1,Urban,JAMMU & KASHMIR,Hindu,30-34,104993,98022
1,Urban,JAMMU & KASHMIR,Hindu,35-59,330227,289901
1,Urban,JAMMU & KASHMIR,Hindu,60+,86080,58236
1,Urban,JAMMU & KASHMIR,Hindu,Age not stated,1168,986
1,Urban,JAMMU & KASHMIR,Muslim,7,41841,29572
1,Urban,JAMMU & KASHMIR,Muslim,8,44684,36680
1,Urban,JAMMU & KASHMIR,Muslim,9,40384,34888
1,Urban,JAMMU & KASHMIR,Muslim,10,50978,43560
1,Urban,JAMMU & KASHMIR,Muslim,11,44876,40130
1,Urban,JAMMU & KASHMIR,Muslim,12,46240,41977
1,Urban,JAMMU & KASHMIR,Muslim,13,41667,38272
1,Urban,JAMMU & KASHMIR,Muslim,14,44460,40740
1,Urban,JAMMU & KASHMIR,Muslim,15,45640,41357
1,Urban,JAMMU & KASHMIR,Muslim,16,45445,41210
1,Urban,JAMMU & KASHMIR,Muslim,17,39442,35768
1,Urban,JAMMU & KASHMIR,Muslim,18,49934,44072
1,Urban,JAMMU & KASHMIR,Muslim,19,38287,33939
1,Urban,JAMMU & KASHMIR,Muslim,20-24,210870,176883
1,Urban,JAMMU & KASHMIR,Muslim,25-29,195673,150457
1,Urban,JAMMU & KASHMIR,Muslim,30-34,169980,119402
1,Urban,JAMMU & KASHMIR,Muslim,35-59,571445,314712
1,Urban,JAMMU & KASHMIR,Muslim,60+,168117,52921
1,Urban,JAMMU & KASHMIR,Muslim,Age not stated,2427,1593
1,Urban,JAMMU & KASHMIR,Christian,7,310,237
1,Urban,JAMMU & KASHMIR,Christian,8,336,305
1,Urban,JAMMU & KASHMIR,Christian,9,328,297
1,Urban,JAMMU & KASHMIR,Christian,10,339,309
1,Urban,JAMMU & KASHMIR,Christian,11,314,294
1,Urban,JAMMU & KASHMIR,Christian,12,347,324
1,Urban,JAMMU & KASHMIR,Christian,13,309,294
1,Urban,JAMMU & KASHMIR,Christian,14,309,294
1,Urban,JAMMU & KASHMIR,Christian,15,337,308
1,Urban,JAMMU & KASHMIR,Christian,16,332,312
1,Urban,JAMMU & KASHMIR,Christian,17,300,274
1,Urban,JAMMU & KASHMIR,Christian,18,377,336
1,Urban,JAMMU & KASHMIR,Christian,19,314,292
1,Urban,JAMMU & KASHMIR,Christian,20-24,2093,1898
1,Urban,JAMMU & KASHMIR,Christian,25-29,2680,2399
1,Urban,JAMMU & KASHMIR,Christian,30-34,2069,1749
1,Urban,JAMMU & KASHMIR,Christian,35-59,5845,4295
1,Urban,JAMMU & KASHMIR,Christian,60+,959,449
1,Urban,JAMMU & KASHMIR,Christian,Age not stated,17,16
1,Urban,JAMMU & KASHMIR,Sikh,7,1472,1226
1,Urban,JAMMU & KASHMIR,Sikh,8,1498,1412
1,Urban,JAMMU & KASHMIR,Sikh,9,1488,1407
1,Urban,JAMMU & KASHMIR,Sikh,10,1627,1548
1,Urban,JAMMU & KASHMIR,Sikh,11,1544,1488
1,Urban,JAMMU & KASHMIR,Sikh,12,1647,1595
1,Urban,JAMMU & KASHMIR,Sikh,13,1654,1619
1,Urban,JAMMU & KASHMIR,Sikh,14,1702,1661
1,Urban,JAMMU & KASHMIR,Sikh,15,1739,1705
1,Urban,JAMMU & KASHMIR,Sikh,16,1817,1768
1,Urban,JAMMU & KASHMIR,Sikh,17,1829,1787
1,Urban,JAMMU & KASHMIR,Sikh,18,2129,2072
1,Urban,JAMMU & KASHMIR,Sikh,19,1795,1752
1,Urban,JAMMU & KASHMIR,Sikh,20-24,11281,11000
1,Urban,JAMMU & KASHMIR,Sikh,25-29,12712,12329
1,Urban,JAMMU & KASHMIR,Sikh,30-34,10857,10494
1,Urban,JAMMU & KASHMIR,Sikh,35-59,39184,37132
1,Urban,JAMMU & KASHMIR,Sikh,60+,12577,9581
1,Urban,JAMMU & KASHMIR,Sikh,Age not stated,116,105
1,Urban,JAMMU & KASHMIR,Buddhist,7,379,251
1,Urban,JAMMU & KASHMIR,Buddhist,8,392,336
1,Urban,JAMMU & KASHMIR,Buddhist,9,416,387
1,Urban,JAMMU & KASHMIR,Buddhist,10,455,413
1,Urban,JAMMU & KASHMIR,Buddhist,11,489,469
1,Urban,JAMMU & KASHMIR,Buddhist,12,464,459
1,Urban,JAMMU & KASHMIR,Buddhist,13,500,486
1,Urban,JAMMU & KASHMIR,Buddhist,14,486,481
1,Urban,JAMMU & KASHMIR,Buddhist,15,518,509
1,Urban,JAMMU & KASHMIR,Buddhist,16,466,454
1,Urban,JAMMU & KASHMIR,Buddhist,17,470,459
1,Urban,JAMMU & KASHMIR,Buddhist,18,486,467
1,Urban,JAMMU & KASHMIR,Buddhist,19,495,479
1,Urban,JAMMU & KASHMIR,Buddhist,20-24,2391,2273
1,Urban,JAMMU & KASHMIR,Buddhist,25-29,2373,2195
1,Urban,JAMMU & KASHMIR,Buddhist,30-34,2115,1865
1,Urban,JAMMU & KASHMIR,Buddhist,35-59,7313,5076
1,Urban,JAMMU & KASHMIR,Buddhist,60+,2401,790
1,Urban,JAMMU & KASHMIR,Buddhist,Age not stated,28,25
1,Urban,JAMMU & KASHMIR,Jain,7,35,33
1,Urban,JAMMU & KASHMIR,Jain,8,27,26
1,Urban,JAMMU & KASHMIR,Jain,9,32,29
1,Urban,JAMMU & KASHMIR,Jain,10,31,31
1,Urban,JAMMU & KASHMIR,Jain,11,39,39
1,Urban,JAMMU & KASHMIR,Jain,12,30,29
1,Urban,JAMMU & KASHMIR,Jain,13,38,36
1,Urban,JAMMU & KASHMIR,Jain,14,30,29
1,Urban,JAMMU & KASHMIR,Jain,15,22,21
1,Urban,JAMMU & KASHMIR,Jain,16,35,35
1,Urban,JAMMU & KASHMIR,Jain,17,33,32
1,Urban,JAMMU & KASHMIR,Jain,18,33,33
1,Urban,JAMMU & KASHMIR,Jain,19,31,30
1,Urban,JAMMU & KASHMIR,Jain,20-24,165,161
1,Urban,JAMMU & KASHMIR,Jain,25-29,196,194
1,Urban,JAMMU & KASHMIR,Jain,30-34,188,183
1,Urban,JAMMU & KASHMIR,Jain,35-59,691,675
1,Urban,JAMMU & KASHMIR,Jain,60+,293,272
1,Urban,JAMMU & KASHMIR,Jain,Age not stated,3,3
1,Urban,JAMMU & KASHMIR,Other religions and persuasions,7,4,2
1,Urban,JAMMU & KASHMIR,Other religions and persuasions,8,7,5
1,Urban,JAMMU & KASHMIR,Other religions and persuasions,9,4,2
1,Urban,JAMMU & KASHMIR,Other religions and persuasions,10,5,2
1,Urban,JAMMU & KASHMIR,Other religions and persuasions,11,8,6
1,Urban,JAMMU & KASHMIR,Other religions and persuasions,12,3,3
1,Urban,JAMMU & KASHMIR,Other religions and persuasions,13,2,1
1,Urban,JAMMU & KASHMIR,Other religions and persuasions,14,1,1
1,Urban,JAMMU & KASHMIR,Other religions and persuasions,15,5,4
1,Urban,JAMMU & KASHMIR,Other religions and persuasions,16,3,3
1,Urban,JAMMU & KASHMIR,Other religions and persuasions,17,3,2
1,Urban,JAMMU & KASHMIR,Other religions and persuasions,18,9,7
1,Urban,JAMMU & KASHMIR,Other religions and persuasions,19,2,2
1,Urban,JAMMU & KASHMIR,Other religions and persuasions,20-24,25,17
1,Urban,JAMMU & KASHMIR,Other religions and persuasions,25-29,24,16
1,Urban,JAMMU & KASHMIR,Other religions and persuasions,30-34,23,13
1,Urban,JAMMU & KASHMIR,Other religions and persuasions,35-59,63,41
1,Urban,JAMMU & KASHMIR,Other religions and persuasions,60+,4,2
1,Urban,JAMMU & KASHMIR,Other religions and persuasions,Age not stated,1,0
2,Rural,HIMACHAL PRADESH,Hindu,7,105983,89564
2,Rural,HIMACHAL PRADESH,Hindu,8,101181,96299
2,Rural,HIMACHAL PRADESH,Hindu,9,102982,99330
2,Rural,HIMACHAL PRADESH,Hindu,10,116486,111545
2,Rural,HIMACHAL PRADESH,Hindu,11,110059,107202
2,Rural,HIMACHAL PRADESH,Hindu,12,108614,106619
2,Rural,HIMACHAL PRADESH,Hindu,13,107197,105371
2,Rural,HIMACHAL PRADESH,Hindu,14,110093,108130
2,Rural,HIMACHAL PRADESH,Hindu,15,109637,107273
2,Rural,HIMACHAL PRADESH,Hindu,16,108714,106577
2,Rural,HIMACHAL PRADESH,Hindu,17,107161,105024
2,Rural,HIMACHAL PRADESH,Hindu,18,116641,113456
2,Rural,HIMACHAL PRADESH,Hindu,19,106756,103938
2,Rural,HIMACHAL PRADESH,Hindu,20-24,546679,525323
2,Rural,HIMACHAL PRADESH,Hindu,25-29,500876,468857
2,Rural,HIMACHAL PRADESH,Hindu,30-34,465373,422047
2,Rural,HIMACHAL PRADESH,Hindu,35-59,1673897,1267688
2,Rural,HIMACHAL PRADESH,Hindu,60+,626186,250943
2,Rural,HIMACHAL PRADESH,Hindu,Age not stated,8838,6169
2,Rural,HIMACHAL PRADESH,Muslim,7,2927,2095
2,Rural,HIMACHAL PRADESH,Muslim,8,2896,2387
2,Rural,HIMACHAL PRADESH,Muslim,9,2804,2434
2,Rural,HIMACHAL PRADESH,Muslim,10,3199,2709
2,Rural,HIMACHAL PRADESH,Muslim,11,2916,2563
2,Rural,HIMACHAL PRADESH,Muslim,12,2992,2618
2,Rural,HIMACHAL PRADESH,Muslim,13,2896,2551
2,Rural,HIMACHAL PRADESH,Muslim,14,2712,2365
2,Rural,HIMACHAL PRADESH,Muslim,15,2816,2400
2,Rural,HIMACHAL PRADESH,Muslim,16,2740,2321
2,Rural,HIMACHAL PRADESH,Muslim,17,2562,2231
2,Rural,HIMACHAL PRADESH,Muslim,18,3072,2469
2,Rural,HIMACHAL PRADESH,Muslim,19,2623,2170
2,Rural,HIMACHAL PRADESH,Muslim,20-24,13491,10531
2,Rural,HIMACHAL PRADESH,Muslim,25-29,10904,7781
2,Rural,HIMACHAL PRADESH,Muslim,30-34,9063,5825
2,Rural,HIMACHAL PRADESH,Muslim,35-59,28690,13111
2,Rural,HIMACHAL PRADESH,Muslim,60+,8384,1537
2,Rural,HIMACHAL PRADESH,Muslim,Age not stated,138,83
2,Rural,HIMACHAL PRADESH,Christian,7,165,129
2,Rural,HIMACHAL PRADESH,Christian,8,144,129
2,Rural,HIMACHAL PRADESH,Christian,9,152,143
2,Rural,HIMACHAL PRADESH,Christian,10,189,176
2,Rural,HIMACHAL PRADESH,Christian,11,178,174
2,Rural,HIMACHAL PRADESH,Christian,12,183,175
2,Rural,HIMACHAL PRADESH,Christian,13,180,174
2,Rural,HIMACHAL PRADESH,Christian,14,151,139
2,Rural,HIMACHAL PRADESH,Christian,15,140,129
2,Rural,HIMACHAL PRADESH,Christian,16,112,100
2,Rural,HIMACHAL PRADESH,Christian,17,133,119
2,Rural,HIMACHAL PRADESH,Christian,18,165,148
2,Rural,HIMACHAL PRADESH,Christian,19,128,115
2,Rural,HIMACHAL PRADESH,Christian,20-24,913,777
2,Rural,HIMACHAL PRADESH,Christian,25-29,804,680
2,Rural,HIMACHAL PRADESH,Christian,30-34,704,573
2,Rural,HIMACHAL PRADESH,Christian,35-59,2103,1490
2,Rural,HIMACHAL PRADESH,Christian,60+,549,285
2,Rural,HIMACHAL PRADESH,Christian,Age not stated,17,13
2,Rural,HIMACHAL PRADESH,Sikh,7,988,829
2,Rural,HIMACHAL PRADESH,Sikh,8,926,882
2,Rural,HIMACHAL PRADESH,Sikh,9,1022,1001
2,Rural,HIMACHAL PRADESH,Sikh,10,1098,1070
2,Rural,HIMACHAL PRADESH,Sikh,11,1091,1080
2,Rural,HIMACHAL PRADESH,Sikh,12,1102,1088
2,Rural,HIMACHAL PRADESH,Sikh,13,1149,1141
2,Rural,HIMACHAL PRADESH,Sikh,14,1197,1182
2,Rural,HIMACHAL PRADESH,Sikh,15,1136,1121
2,Rural,HIMACHAL PRADESH,Sikh,16,1158,1146
2,Rural,HIMACHAL PRADESH,Sikh,17,1140,1128
2,Rural,HIMACHAL PRADESH,Sikh,18,1276,1252
2,Rural,HIMACHAL PRADESH,Sikh,19,1204,1187
2,Rural,HIMACHAL PRADESH,Sikh,20-24,5724,5594
2,Rural,HIMACHAL PRADESH,Sikh,25-29,4597,4434
2,Rural,HIMACHAL PRADESH,Sikh,30-34,4341,4098
2,Rural,HIMACHAL PRADESH,Sikh,35-59,16663,13763
2,Rural,HIMACHAL PRADESH,Sikh,60+,6334,2831
2,Rural,HIMACHAL PRADESH,Sikh,Age not stated,45,38
2,Rural,HIMACHAL PRADESH,Buddhist,7,933,707
2,Rural,HIMACHAL PRADESH,Buddhist,8,939,859
2,Rural,HIMACHAL PRADESH,Buddhist,9,1025,988
2,Rural,HIMACHAL PRADESH,Buddhist,10,1149,1106
2,Rural,HIMACHAL PRADESH,Buddhist,11,1073,1049
2,Rural,HIMACHAL PRADESH,Buddhist,12,1169,1152
2,Rural,HIMACHAL PRADESH,Buddhist,13,1064,1046
2,Rural,HIMACHAL PRADESH,Buddhist,14,1179,1156
2,Rural,HIMACHAL PRADESH,Buddhist,15,1209,1180
2,Rural,HIMACHAL PRADESH,Buddhist,16,1189,1160
2,Rural,HIMACHAL PRADESH,Buddhist,17,1177,1141
2,Rural,HIMACHAL PRADESH,Buddhist,18,1202,1166
2,Rural,HIMACHAL PRADESH,Buddhist,19,1055,1029
2,Rural,HIMACHAL PRADESH,Buddhist,20-24,5741,5485
2,Rural,HIMACHAL PRADESH,Buddhist,25-29,5655,5240
2,Rural,HIMACHAL PRADESH,Buddhist,30-34,5322,4744
2,Rural,HIMACHAL PRADESH,Buddhist,35-59,17386,12258
2,Rural,HIMACHAL PRADESH,Buddhist,60+,7348,2378
2,Rural,HIMACHAL PRADESH,Buddhist,Age not stated,217,160
2,Rural,HIMACHAL PRADESH,Jain,7,7,7
2,Rural,HIMACHAL PRADESH,Jain,8,12,12
2,Rural,HIMACHAL PRADESH,Jain,9,12,11
2,Rural,HIMACHAL PRADESH,Jain,10,8,8
2,Rural,HIMACHAL PRADESH,Jain,11,9,9
2,Rural,HIMACHAL PRADESH,Jain,12,9,9
2,Rural,HIMACHAL PRADESH,Jain,13,6,5
2,Rural,HIMACHAL PRADESH,Jain,14,10,10
2,Rural,HIMACHAL PRADESH,Jain,15,8,8
2,Rural,HIMACHAL PRADESH,Jain,16,8,7
2,Rural,HIMACHAL PRADESH,Jain,17,10,10
2,Rural,HIMACHAL PRADESH,Jain,18,6,6
2,Rural,HIMACHAL PRADESH,Jain,19,6,5
2,Rural,HIMACHAL PRADESH,Jain,20-24,48,44
2,Rural,HIMACHAL PRADESH,Jain,25-29,52,46
2,Rural,HIMACHAL PRADESH,Jain,30-34,34,32
2,Rural,HIMACHAL PRADESH,Jain,35-59,138,122
2,Rural,HIMACHAL PRADESH,Jain,60+,33,21
2,Rural,HIMACHAL PRADESH,Jain,Age not stated,2,1
2,Rural,HIMACHAL PRADESH,Other religions and persuasions,7,14,11
2,Rural,HIMACHAL PRADESH,Other religions and persuasions,8,21,21
2,Rural,HIMACHAL PRADESH,Other religions and persuasions,9,18,18
2,Rural,HIMACHAL PRADESH,Other religions and persuasions,10,17,16
2,Rural,HIMACHAL PRADESH,Other religions and persuasions,11,15,15
2,Rural,HIMACHAL PRADESH,Other religions and persuasions,12,17,17
2,Rural,HIMACHAL PRADESH,Other religions and persuasions,13,12,11
2,Rural,HIMACHAL PRADESH,Other religions and persuasions,14,20,18
2,Rural,HIMACHAL PRADESH,Other religions and persuasions,15,16,15
2,Rural,HIMACHAL PRADESH,Other religions and persuasions,16,12,11
2,Rural,HIMACHAL PRADESH,Other religions and persuasions,17,15,13
2,Rural,HIMACHAL PRADESH,Other religions and persuasions,18,14,13
2,Rural,HIMACHAL PRADESH,Other religions and persuasions,19,22,22
2,Rural,HIMACHAL PRADESH,Other religions and persuasions,20-24,90,85
2,Rural,HIMACHAL PRADESH,Other religions and persuasions,25-29,84,68
2,Rural,HIMACHAL PRADESH,Other religions and persuasions,30-34,55,41
2,Rural,HIMACHAL PRADESH,Other religions and persuasions,35-59,172,99
2,Rural,HIMACHAL PRADESH,Other religions and persuasions,60+,37,11
2,Rural,HIMACHAL PRADESH,Other religions and persuasions,Age not stated,3,1
2,Urban,HIMACHAL PRADESH,Hindu,7,9775,8180
2,Urban,HIMACHAL PRADESH,Hindu,8,9656,9139
2,Urban,HIMACHAL PRADESH,Hindu,9,9742,9321
2,Urban,HIMACHAL PRADESH,Hindu,10,11004,10431
2,Urban,HIMACHAL PRADESH,Hindu,11,10639,10282
2,Urban,HIMACHAL PRADESH,Hindu,12,10278,9981
2,Urban,HIMACHAL PRADESH,Hindu,13,10145,9878
2,Urban,HIMACHAL PRADESH,Hindu,14,10447,10177
2,Urban,HIMACHAL PRADESH,Hindu,15,10943,10569
2,Urban,HIMACHAL PRADESH,Hindu,16,11034,10683
2,Urban,HIMACHAL PRADESH,Hindu,17,10981,10691
2,Urban,HIMACHAL PRADESH,Hindu,18,12800,12254
2,Urban,HIMACHAL PRADESH,Hindu,19,12124,11675
2,Urban,HIMACHAL PRADESH,Hindu,20-24,63339,60282
2,Urban,HIMACHAL PRADESH,Hindu,25-29,58687,55244
2,Urban,HIMACHAL PRADESH,Hindu,30-34,54824,51340
2,Urban,HIMACHAL PRADESH,Hindu,35-59,197414,178548
2,Urban,HIMACHAL PRADESH,Hindu,60+,47863,36149
2,Urban,HIMACHAL PRADESH,Hindu,Age not stated,717,610
2,Urban,HIMACHAL PRADESH,Muslim,7,356,292
2,Urban,HIMACHAL PRADESH,Muslim,8,390,359
2,Urban,HIMACHAL PRADESH,Muslim,9,371,349
2,Urban,HIMACHAL PRADESH,Muslim,10,428,388
2,Urban,HIMACHAL PRADESH,Muslim,11,407,385
2,Urban,HIMACHAL PRADESH,Muslim,12,387,366
2,Urban,HIMACHAL PRADESH,Muslim,13,340,320
2,Urban,HIMACHAL PRADESH,Muslim,14,358,337
2,Urban,HIMACHAL PRADESH,Muslim,15,364,335
2,Urban,HIMACHAL PRADESH,Muslim,16,378,341
2,Urban,HIMACHAL PRADESH,Muslim,17,369,340
2,Urban,HIMACHAL PRADESH,Muslim,18,511,442
2,Urban,HIMACHAL PRADESH,Muslim,19,491,417
