State_Code,Rural/Urban,State,Religious_Community,Age,Total_Population,Literate_Population
10,Rural,BIHAR,Jain,60+,558,278
10,Rural,BIHAR,Jain,Age not stated,70,49
10,Rural,BIHAR,Other religions and persuasions,7,369,183
10,Rural,BIHAR,Other religions and persuasions,8,463,277
10,Rural,BIHAR,Other religions and persuasions,9,322,224
10,Rural,BIHAR,Other religions and persuasions,10,479,324
10,Rural,BIHAR,Other religions and persuasions,11,247,179
10,Rural,BIHAR,Other religions and persuasions,12,374,280
10,Rural,BIHAR,Other religions and persuasions,13,230,176
10,Rural,BIHAR,Other religions and persuasions,14,261,183
10,Rural,BIHAR,Other religions and persuasions,15,269,176
10,Rural,BIHAR,Other religions and persuasions,16,233,154
10,Rural,BIHAR,Other religions and persuasions,17,152,90
10,Rural,BIHAR,Other religions and persuasions,18,257,143
10,Rural,BIHAR,Other religions and persuasions,19,183,98
10,Rural,BIHAR,Other religions and persuasions,20-24,902,431
10,Rural,BIHAR,Other religions and persuasions,25-29,1025,415
10,Rural,BIHAR,Other religions and persuasions,30-34,816,320
10,Rural,BIHAR,Other religions and persuasions,35-59,2542,696
10,Rural,BIHAR,Other religions and persuasions,60+,770,168
10,Rural,BIHAR,Other religions and persuasions,Age not stated,60,28
10,Urban,BIHAR,Hindu,7,201850,144238
10,Urban,BIHAR,Hindu,8,243267,200193
10,Urban,BIHAR,Hindu,9,181611,156835
10,Urban,BIHAR,Hindu,10,277970,239203
10,Urban,BIHAR,Hindu,11,191476,171613
10,Urban,BIHAR,Hindu,12,249337,223682
10,Urban,BIHAR,Hindu,13,188045,172118
10,Urban,BIHAR,Hindu,14,208325,188837
10,Urban,BIHAR,Hindu,15,210728,187130
10,Urban,BIHAR,Hindu,16,199363,177499
10,Urban,BIHAR,Hindu,17,157611,141681
10,Urban,BIHAR,Hindu,18,228741,197011
10,Urban,BIHAR,Hindu,19,150175,131186
10,Urban,BIHAR,Hindu,20-24,827680,693140
10,Urban,BIHAR,Hindu,25-29,761649,611333
10,Urban,BIHAR,Hindu,30-34,692949,540024
10,Urban,BIHAR,Hindu,35-59,2263810,1643063
10,Urban,BIHAR,Hindu,60+,691246,420474
10,Urban,BIHAR,Hindu,Age not stated,42343,31135
10,Urban,BIHAR,Muslim,7,60080,37583
10,Urban,BIHAR,Muslim,8,73993,54732
10,Urban,BIHAR,Muslim,9,53129,41611
10,Urban,BIHAR,Muslim,10,81986,64555
10,Urban,BIHAR,Muslim,11,53277,43817
10,Urban,BIHAR,Muslim,12,72924,60160
10,Urban,BIHAR,Muslim,13,52131,43756
10,Urban,BIHAR,Muslim,14,60523,50161
10,Urban,BIHAR,Muslim,15,58545,47265
10,Urban,BIHAR,Muslim,16,60005,48431
10,Urban,BIHAR,Muslim,17,44117,35841
10,Urban,BIHAR,Muslim,18,68534,52783
10,Urban,BIHAR,Muslim,19,41014,32094
10,Urban,BIHAR,Muslim,20-24,217186,161722
10,Urban,BIHAR,Muslim,25-29,179621,124727
10,Urban,BIHAR,Muslim,30-34,152928,101179
10,Urban,BIHAR,Muslim,35-59,475757,278551
10,Urban,BIHAR,Muslim,60+,140606,65774
10,Urban,BIHAR,Muslim,Age not stated,9142,5736
10,Urban,BIHAR,Christian,7,526,387
10,Urban,BIHAR,Christian,8,668,560
10,Urban,BIHAR,Christian,9,519,468
10,Urban,BIHAR,Christian,10,753,666
10,Urban,BIHAR,Christian,11,575,516
10,Urban,BIHAR,Christian,12,715,650
10,Urban,BIHAR,Christian,13,577,532
10,Urban,BIHAR,Christian,14,678,632
10,Urban,BIHAR,Christian,15,680,628
10,Urban,BIHAR,Christian,16,676,619
10,Urban,BIHAR,Christian,17,595,554
10,Urban,BIHAR,Christian,18,779,688
10,Urban,BIHAR,Christian,19,548,501
10,Urban,BIHAR,Christian,20-24,2970,2692
10,Urban,BIHAR,Christian,25-29,2528,2222
10,Urban,BIHAR,Christian,30-34,2393,2084
10,Urban,BIHAR,Christian,35-59,9302,7986
10,Urban,BIHAR,Christian,60+,2580,2070
10,Urban,BIHAR,Christian,Age not stated,223,178
10,Urban,BIHAR,Sikh,7,206,164
10,Urban,BIHAR,Sikh,8,207,185
10,Urban,BIHAR,Sikh,9,200,185
10,Urban,BIHAR,Sikh,10,240,222
10,Urban,BIHAR,Sikh,11,193,183
10,Urban,BIHAR,Sikh,12,239,224
10,Urban,BIHAR,Sikh,13,198,192
10,Urban,BIHAR,Sikh,14,229,218
10,Urban,BIHAR,Sikh,15,199,186
10,Urban,BIHAR,Sikh,16,237,228
10,Urban,BIHAR,Sikh,17,207,192
10,Urban,BIHAR,Sikh,18,258,247
10,Urban,BIHAR,Sikh,19,197,189
10,Urban,BIHAR,Sikh,20-24,1076,1028
10,Urban,BIHAR,Sikh,25-29,1035,980
10,Urban,BIHAR,Sikh,30-34,909,838
10,Urban,BIHAR,Sikh,35-59,3501,3245
10,Urban,BIHAR,Sikh,60+,1160,984
10,Urban,BIHAR,Sikh,Age not stated,44,30
10,Urban,BIHAR,Buddhist,7,44,37
10,Urban,BIHAR,Buddhist,8,55,44
10,Urban,BIHAR,Buddhist,9,35,33
10,Urban,BIHAR,Buddhist,10,42,35
10,Urban,BIHAR,Buddhist,11,43,38
10,Urban,BIHAR,Buddhist,12,38,34
10,Urban,BIHAR,Buddhist,13,44,40
10,Urban,BIHAR,Buddhist,14,59,55
10,Urban,BIHAR,Buddhist,15,25,24
10,Urban,BIHAR,Buddhist,16,39,38
10,Urban,BIHAR,Buddhist,17,24,19
10,Urban,BIHAR,Buddhist,18,59,52
10,Urban,BIHAR,Buddhist,19,32,26
10,Urban,BIHAR,Buddhist,20-24,180,155
10,Urban,BIHAR,Buddhist,25-29,142,125
10,Urban,BIHAR,Buddhist,30-34,127,112
10,Urban,BIHAR,Buddhist,35-59,493,420
10,Urban,BIHAR,Buddhist,60+,161,118
10,Urban,BIHAR,Buddhist,Age not stated,18,14
10,Urban,BIHAR,Jain,7,157,131
10,Urban,BIHAR,Jain,8,175,163
10,Urban,BIHAR,Jain,9,169,162
10,Urban,BIHAR,Jain,10,216,200
10,Urban,BIHAR,Jain,11,182,172
10,Urban,BIHAR,Jain,12,191,182
10,Urban,BIHAR,Jain,13,193,186
10,Urban,BIHAR,Jain,14,197,189
10,Urban,BIHAR,Jain,15,190,183
10,Urban,BIHAR,Jain,16,205,198
10,Urban,BIHAR,Jain,17,214,207
10,Urban,BIHAR,Jain,18,201,188
10,Urban,BIHAR,Jain,19,189,183
10,Urban,BIHAR,Jain,20-24,944,912
10,Urban,BIHAR,Jain,25-29,955,911
10,Urban,BIHAR,Jain,30-34,909,872
10,Urban,BIHAR,Jain,35-59,3603,3427
10,Urban,BIHAR,Jain,60+,1245,1112
10,Urban,BIHAR,Jain,Age not stated,53,40
10,Urban,BIHAR,Other religions and persuasions,7,22,19
10,Urban,BIHAR,Other religions and persuasions,8,25,21
10,Urban,BIHAR,Other religions and persuasions,9,16,12
10,Urban,BIHAR,Other religions and persuasions,10,40,36
10,Urban,BIHAR,Other religions and persuasions,11,17,16
10,Urban,BIHAR,Other religions and persuasions,12,22,21
10,Urban,BIHAR,Other religions and persuasions,13,10,9
10,Urban,BIHAR,Other religions and persuasions,14,19,17
10,Urban,BIHAR,Other religions and persuasions,15,15,14
10,Urban,BIHAR,Other religions and persuasions,16,26,22
10,Urban,BIHAR,Other religions and persuasions,17,13,11
10,Urban,BIHAR,Other religions and persuasions,18,45,26
10,Urban,BIHAR,Other religions and persuasions,19,29,19
10,Urban,BIHAR,Other religions and persuasions,20-24,98,62
10,Urban,BIHAR,Other religions and persuasions,25-29,85,43
10,Urban,BIHAR,Other religions and persuasions,30-34,82,52
10,Urban,BIHAR,Other religions and persuasions,35-59,236,135
10,Urban,BIHAR,Other religions and persuasions,60+,55,28
10,Urban,BIHAR,Other religions and persuasions,Age not stated,33,9
19,Rural,WEST BENGAL,Hindu,7,734879,584304
19,Rural,WEST BENGAL,Hindu,8,758908,685690
19,Rural,WEST BENGAL,Hindu,9,719507,672221
19,Rural,WEST BENGAL,Hindu,10,854867,792650
19,Rural,WEST BENGAL,Hindu,11,748684,709243
19,Rural,WEST BENGAL,Hindu,12,847706,798207
19,Rural,WEST BENGAL,Hindu,13,803310,760704
19,Rural,WEST BENGAL,Hindu,14,830071,780094
19,Rural,WEST BENGAL,Hindu,15,836742,774671
19,Rural,WEST BENGAL,Hindu,16,792799,728523
19,Rural,WEST BENGAL,Hindu,17,723766,665558
19,Rural,WEST BENGAL,Hindu,18,934151,832740
19,Rural,WEST BENGAL,Hindu,19,754513,671956
19,Rural,WEST BENGAL,Hindu,20-24,3935601,3342419
19,Rural,WEST BENGAL,Hindu,25-29,3649061,2905966
19,Rural,WEST BENGAL,Hindu,30-34,3125652,2352540
19,Rural,WEST BENGAL,Hindu,35-59,11992280,7569049
19,Rural,WEST BENGAL,Hindu,60+,3569268,1643253
19,Rural,WEST BENGAL,Hindu,Age not stated,31606,21175
19,Rural,WEST BENGAL,Muslim,7,447250,314607
19,Rural,WEST BENGAL,Muslim,8,478868,396222
19,Rural,WEST BENGAL,Muslim,9,424120,372482
19,Rural,WEST BENGAL,Muslim,10,536964,471398
19,Rural,WEST BENGAL,Muslim,11,438600,397044
19,Rural,WEST BENGAL,Muslim,12,514874,461902
19,Rural,WEST BENGAL,Muslim,13,451880,408808
19,Rural,WEST BENGAL,Muslim,14,471501,421809
19,Rural,WEST BENGAL,Muslim,15,471278,412903
19,Rural,WEST BENGAL,Muslim,16,456313,395085
19,Rural,WEST BENGAL,Muslim,17,381378,330721
19,Rural,WEST BENGAL,Muslim,18,535299,445519
19,Rural,WEST BENGAL,Muslim,19,380029,317239
19,Rural,WEST BENGAL,Muslim,20-24,1940057,1499436
19,Rural,WEST BENGAL,Muslim,25-29,1556620,1076180
19,Rural,WEST BENGAL,Muslim,30-34,1205598,749582
19,Rural,WEST BENGAL,Muslim,35-59,4330297,2069668
19,Rural,WEST BENGAL,Muslim,60+,1190971,379658
19,Rural,WEST BENGAL,Muslim,Age not stated,11572,6542
19,Rural,WEST BENGAL,Christian,7,9565,6937
19,Rural,WEST BENGAL,Christian,8,9598,8327
19,Rural,WEST BENGAL,Christian,9,9235,8451
19,Rural,WEST BENGAL,Christian,10,11071,10107
19,Rural,WEST BENGAL,Christian,11,9710,9061
19,Rural,WEST BENGAL,Christian,12,10965,10217
19,Rural,WEST BENGAL,Christian,13,10428,9790
19,Rural,WEST BENGAL,Christian,14,10908,10159
19,Rural,WEST BENGAL,Christian,15,10818,9899
19,Rural,WEST BENGAL,Christian,16,10874,9874
19,Rural,WEST BENGAL,Christian,17,10016,9016
19,Rural,WEST BENGAL,Christian,18,11968,10487
19,Rural,WEST BENGAL,Christian,19,9754,8423
19,Rural,WEST BENGAL,Christian,20-24,50817,41139
19,Rural,WEST BENGAL,Christian,25-29,45485,33631
19,Rural,WEST BENGAL,Christian,30-34,35558,24432
19,Rural,WEST BENGAL,Christian,35-59,134169,74192
19,Rural,WEST BENGAL,Christian,60+,32522,14143
19,Rural,WEST BENGAL,Christian,Age not stated,348,243
19,Rural,WEST BENGAL,Sikh,7,174,136
19,Rural,WEST BENGAL,Sikh,8,178,160
19,Rural,WEST BENGAL,Sikh,9,157,142
19,Rural,WEST BENGAL,Sikh,10,176,157
19,Rural,WEST BENGAL,Sikh,11,152,146
19,Rural,WEST BENGAL,Sikh,12,177,162
19,Rural,WEST BENGAL,Sikh,13,166,151
19,Rural,WEST BENGAL,Sikh,14,175,168
19,Rural,WEST BENGAL,Sikh,15,171,157
19,Rural,WEST BENGAL,Sikh,16,147,138
19,Rural,WEST BENGAL,Sikh,17,135,127
19,Rural,WEST BENGAL,Sikh,18,226,201
19,Rural,WEST BENGAL,Sikh,19,156,140
19,Rural,WEST BENGAL,Sikh,20-24,861,730
19,Rural,WEST BENGAL,Sikh,25-29,952,807
19,Rural,WEST BENGAL,Sikh,30-34,794,646
19,Rural,WEST BENGAL,Sikh,35-59,2935,2098
19,Rural,WEST BENGAL,Sikh,60+,798,407
19,Rural,WEST BENGAL,Sikh,Age not stated,38,28
19,Rural,WEST BENGAL,Buddhist,7,3080,2443
19,Rural,WEST BENGAL,Buddhist,8,2978,2727
19,Rural,WEST BENGAL,Buddhist,9,3222,3058
19,Rural,WEST BENGAL,Buddhist,10,3530,3355
19,Rural,WEST BENGAL,Buddhist,11,3537,3415
19,Rural,WEST BENGAL,Buddhist,12,3548,3453
19,Rural,WEST BENGAL,Buddhist,13,3529,3419
19,Rural,WEST BENGAL,Buddhist,14,3571,3442
19,Rural,WEST BENGAL,Buddhist,15,3694,3578
19,Rural,WEST BENGAL,Buddhist,16,3687,3533
19,Rural,WEST BENGAL,Buddhist,17,3648,3506
19,Rural,WEST BENGAL,Buddhist,18,4019,3820
19,Rural,WEST BENGAL,Buddhist,19,3505,3315
19,Rural,WEST BENGAL,Buddhist,20-24,19098,17713
19,Rural,WEST BENGAL,Buddhist,25-29,17997,15878
19,Rural,WEST BENGAL,Buddhist,30-34,14849,12536
19,Rural,WEST BENGAL,Buddhist,35-59,53467,34667
19,Rural,WEST BENGAL,Buddhist,60+,16387,6515
19,Rural,WEST BENGAL,Buddhist,Age not stated,167,119
19,Rural,WEST BENGAL,Jain,7,194,159
19,Rural,WEST BENGAL,Jain,8,172,159
19,Rural,WEST BENGAL,Jain,9,196,182
19,Rural,WEST BENGAL,Jain,10,239,225
19,Rural,WEST BENGAL,Jain,11,204,196
19,Rural,WEST BENGAL,Jain,12,217,208
19,Rural,WEST BENGAL,Jain,13,189,183
19,Rural,WEST BENGAL,Jain,14,220,215
19,Rural,WEST BENGAL,Jain,15,218,210
19,Rural,WEST BENGAL,Jain,16,231,222
19,Rural,WEST BENGAL,Jain,17,179,173
19,Rural,WEST BENGAL,Jain,18,245,227
19,Rural,WEST BENGAL,Jain,19,177,163
19,Rural,WEST BENGAL,Jain,20-24,1034,939
19,Rural,WEST BENGAL,Jain,25-29,976,860
19,Rural,WEST BENGAL,Jain,30-34,799,662
19,Rural,WEST BENGAL,Jain,35-59,3257,2415
19,Rural,WEST BENGAL,Jain,60+,1016,533
19,Rural,WEST BENGAL,Jain,Age not stated,15,11
19,Rural,WEST BENGAL,Other religions and persuasions,7,17783,13090
19,Rural,WEST BENGAL,Other religions and persuasions,8,18113,15787
19,Rural,WEST BENGAL,Other religions and persuasions,9,16564,15008
19,Rural,WEST BENGAL,Other religions and persuasions,10,20258,18370
19,Rural,WEST BENGAL,Other religions and persuasions,11,16972,15766
19,Rural,WEST BENGAL,Other religions and persuasions,12,20281,18578
19,Rural,WEST BENGAL,Other religions and persuasions,13,18447,16990
19,Rural,WEST BENGAL,Other religions and persuasions,14,19703,17881
19,Rural,WEST BENGAL,Other religions and persuasions,15,19952,17599
19,Rural,WEST BENGAL,Other religions and persuasions,16,19219,16615
19,Rural,WEST BENGAL,Other religions and persuasions,17,15721,13447
19,Rural,WEST BENGAL,Other religions and persuasions,18,21494,17380
19,Rural,WEST BENGAL,Other religions and persuasions,19,16607,13425
19,Rural,WEST BENGAL,Other religions and persuasions,20-24,86972,64349
19,Rural,WEST BENGAL,Other religions and persuasions,25-29,77239,51528
19,Rural,WEST BENGAL,Other religions and persuasions,30-34,64002,38192
19,Rural,WEST BENGAL,Other religions and persuasions,35-59,253461,106253
19,Rural,WEST BENGAL,Other religions and persuasions,60+,79233,18701
19,Rural,WEST BENGAL,Other religions and persuasions,Age not stated,912,566
19,Urban,WEST BENGAL,Hindu,7,322883,276718
19,Urban,WEST BENGAL,Hindu,8,320941,298835
19,Urban,WEST BENGAL,Hindu,9,316260,300101
19,Urban,WEST BENGAL,Hindu,10,383904,360900
19,Urban,WEST BENGAL,Hindu,11,344291,329749
19,Urban,WEST BENGAL,Hindu,12,365510,349738
19,Urban,WEST BENGAL,Hindu,13,343697,330191
19,Urban,WEST BENGAL,Hindu,14,358816,343151
19,Urban,WEST BENGAL,Hindu,15,373784,354575
19,Urban,WEST BENGAL,Hindu,16,360747,341605
19,Urban,WEST BENGAL,Hindu,17,353048,334832
19,Urban,WEST BENGAL,Hindu,18,438799,409353
19,Urban,WEST BENGAL,Hindu,19,377914,353555
19,Urban,WEST BENGAL,Hindu,20-24,2058307,1895810
19,Urban,WEST BENGAL,Hindu,25-29,2095170,1892378
19,Urban,WEST BENGAL,Hindu,30-34,1953221,1739495
19,Urban,WEST BENGAL,Hindu,35-59,7808731,6564897
19,Urban,WEST BENGAL,Hindu,60+,2485137,1897546
19,Urban,WEST BENGAL,Hindu,Age not stated,40899,33538
19,Urban,WEST BENGAL,Muslim,7,119926,88813
19,Urban,WEST BENGAL,Muslim,8,123437,103853
19,Urban,WEST BENGAL,Muslim,9,112407,98806
19,Urban,WEST BENGAL,Muslim,10,141473,124180
19,Urban,WEST BENGAL,Muslim,11,118651,106741
19,Urban,WEST BENGAL,Muslim,12,134528,120266
19,Urban,WEST BENGAL,Muslim,13,117855,106135
19,Urban,WEST BENGAL,Muslim,14,126658,112852
19,Urban,WEST BENGAL,Muslim,15,129130,113208
19,Urban,WEST BENGAL,Muslim,16,133162,116034
19,Urban,WEST BENGAL,Muslim,17,118968,103382
19,Urban,WEST BENGAL,Muslim,18,162129,136187
19,Urban,WEST BENGAL,Muslim,19,120832,102084
19,Urban,WEST BENGAL,Muslim,20-24,607664,491466
19,Urban,WEST BENGAL,Muslim,25-29,498687,381343
19,Urban,WEST BENGAL,Muslim,30-34,392577,283093
19,Urban,WEST BENGAL,Muslim,35-59,1270745,759351
19,Urban,WEST BENGAL,Muslim,60+,309723,136617
19,Urban,WEST BENGAL,Muslim,Age not stated,8309,5727
19,Urban,WEST BENGAL,Christian,7,2287,1936
19,Urban,WEST BENGAL,Christian,8,2410,2253
19,Urban,WEST BENGAL,Christian,9,2425,2304
19,Urban,WEST BENGAL,Christian,10,2858,2683
19,Urban,WEST BENGAL,Christian,11,2666,2560
19,Urban,WEST BENGAL,Christian,12,2765,2643
19,Urban,WEST BENGAL,Christian,13,2697,2598
19,Urban,WEST BENGAL,Christian,14,2779,2659
19,Urban,WEST BENGAL,Christian,15,2771,2642
19,Urban,WEST BENGAL,Christian,16,2804,2672
19,Urban,WEST BENGAL,Christian,17,2844,2718
19,Urban,WEST BENGAL,Christian,18,3168,2979
19,Urban,WEST BENGAL,Christian,19,2962,2800
19,Urban,WEST BENGAL,Christian,20-24,15802,14800
19,Urban,WEST BENGAL,Christian,25-29,15430,14259
19,Urban,WEST BENGAL,Christian,30-34,14295,12944
19,Urban,WEST BENGAL,Christian,35-59,56522,49239
19,Urban,WEST BENGAL,Christian,60+,16891,13722
19,Urban,WEST BENGAL,Christian,Age not stated,356,296
19,Urban,WEST BENGAL,Sikh,7,754,647
19,Urban,WEST BENGAL,Sikh,8,680,638
19,Urban,WEST BENGAL,Sikh,9,715,684
19,Urban,WEST BENGAL,Sikh,10,857,822
19,Urban,WEST BENGAL,Sikh,11,753,727
19,Urban,WEST BENGAL,Sikh,12,794,779
19,Urban,WEST BENGAL,Sikh,13,835,809
19,Urban,WEST BENGAL,Sikh,14,840,818
19,Urban,WEST BENGAL,Sikh,15,864,831
19,Urban,WEST BENGAL,Sikh,16,837,803
19,Urban,WEST BENGAL,Sikh,17,858,814
19,Urban,WEST BENGAL,Sikh,18,1017,977
19,Urban,WEST BENGAL,Sikh,19,939,904
19,Urban,WEST BENGAL,Sikh,20-24,5109,4882
19,Urban,WEST BENGAL,Sikh,25-29,5353,5096
19,Urban,WEST BENGAL,Sikh,30-34,4681,4421
19,Urban,WEST BENGAL,Sikh,35-59,17711,16181
19,Urban,WEST BENGAL,Sikh,60+,5693,4537
19,Urban,WEST BENGAL,Sikh,Age not stated,134,108
19,Urban,WEST BENGAL,Buddhist,7,1293,1101
19,Urban,WEST BENGAL,Buddhist,8,1377,1292
19,Urban,WEST BENGAL,Buddhist,9,1420,1360
19,Urban,WEST BENGAL,Buddhist,10,1641,1586
19,Urban,WEST BENGAL,Buddhist,11,1686,1649
19,Urban,WEST BENGAL,Buddhist,12,1806,1767
19,Urban,WEST BENGAL,Buddhist,13,1764,1730
19,Urban,WEST BENGAL,Buddhist,14,1802,1764
19,Urban,WEST BENGAL,Buddhist,15,1854,1806
19,Urban,WEST BENGAL,Buddhist,16,1729,1696
19,Urban,WEST BENGAL,Buddhist,17,1813,1752
19,Urban,WEST BENGAL,Buddhist,18,1985,1928
19,Urban,WEST BENGAL,Buddhist,19,1834,1781
19,Urban,WEST BENGAL,Buddhist,20-24,9380,8963
19,Urban,WEST BENGAL,Buddhist,25-29,9470,8949
19,Urban,WEST BENGAL,Buddhist,30-34,8875,8261
19,Urban,WEST BENGAL,Buddhist,35-59,31678,27580
19,Urban,WEST BENGAL,Buddhist,60+,9971,6701
19,Urban,WEST BENGAL,Buddhist,Age not stated,149,131
19,Urban,WEST BENGAL,Jain,7,566,501
19,Urban,WEST BENGAL,Jain,8,587,565
19,Urban,WEST BENGAL,Jain,9,598,584
19,Urban,WEST BENGAL,Jain,10,691,670
19,Urban,WEST BENGAL,Jain,11,645,626
19,Urban,WEST BENGAL,Jain,12,640,625
19,Urban,WEST BENGAL,Jain,13,714,697
19,Urban,WEST BENGAL,Jain,14,720,709
19,Urban,WEST BENGAL,Jain,15,686,672
19,Urban,WEST BENGAL,Jain,16,696,686
19,Urban,WEST BENGAL,Jain,17,749,731
19,Urban,WEST BENGAL,Jain,18,827,808
19,Urban,WEST BENGAL,Jain,19,764,744
19,Urban,WEST BENGAL,Jain,20-24,4067,3988
19,Urban,WEST BENGAL,Jain,25-29,4349,4255
19,Urban,WEST BENGAL,Jain,30-34,3991,3907
19,Urban,WEST BENGAL,Jain,35-59,17377,16748
19,Urban,WEST BENGAL,Jain,60+,6696,6104
19,Urban,WEST BENGAL,Jain,Age not stated,133,123
19,Urban,WEST BENGAL,Other religions and persuasions,7,413,339
19,Urban,WEST BENGAL,Other religions and persuasions,8,464,409
19,Urban,WEST BENGAL,Other religions and persuasions,9,406,365
19,Urban,WEST BENGAL,Other religions and persuasions,10,493,443
19,Urban,WEST BENGAL,Other religions and persuasions,11,411,371
