State_Code,Rural/Urban,State,Religious_Community,Age,Total_Population,Literate_Population
24,Rural,GUJARAT,Christian,17,2668,2453
24,Rural,GUJARAT,Christian,18,2899,2615
24,Rural,GUJARAT,Christian,19,2688,2445
24,Rural,GUJARAT,Christian,20-24,14047,12133
24,Rural,GUJARAT,Christian,25-29,13179,10713
24,Rural,GUJARAT,Christian,30-34,12401,9345
24,Rural,GUJARAT,Christian,35-59,46106,26930
24,Rural,GUJARAT,Christian,60+,13196,5830
24,Rural,GUJARAT,Christian,Age not stated,1106,680
24,Rural,GUJARAT,Sikh,7,183,144
24,Rural,GUJARAT,Sikh,8,166,136
24,Rural,GUJARAT,Sikh,9,175,157
24,Rural,GUJARAT,Sikh,10,216,190
24,Rural,GUJARAT,Sikh,11,176,165
24,Rural,GUJARAT,Sikh,12,211,197
24,Rural,GUJARAT,Sikh,13,163,153
24,Rural,GUJARAT,Sikh,14,155,141
24,Rural,GUJARAT,Sikh,15,176,162
24,Rural,GUJARAT,Sikh,16,154,139
24,Rural,GUJARAT,Sikh,17,150,141
24,Rural,GUJARAT,Sikh,18,202,171
24,Rural,GUJARAT,Sikh,19,207,176
24,Rural,GUJARAT,Sikh,20-24,1607,1438
24,Rural,GUJARAT,Sikh,25-29,1301,1140
24,Rural,GUJARAT,Sikh,30-34,1034,874
24,Rural,GUJARAT,Sikh,35-59,3001,2247
24,Rural,GUJARAT,Sikh,60+,682,338
24,Rural,GUJARAT,Sikh,Age not stated,57,41
24,Rural,GUJARAT,Buddhist,7,120,96
24,Rural,GUJARAT,Buddhist,8,124,112
24,Rural,GUJARAT,Buddhist,9,111,99
24,Rural,GUJARAT,Buddhist,10,114,109
24,Rural,GUJARAT,Buddhist,11,153,142
24,Rural,GUJARAT,Buddhist,12,142,133
24,Rural,GUJARAT,Buddhist,13,125,115
24,Rural,GUJARAT,Buddhist,14,116,112
24,Rural,GUJARAT,Buddhist,15,120,114
24,Rural,GUJARAT,Buddhist,16,101,98
24,Rural,GUJARAT,Buddhist,17,128,123
24,Rural,GUJARAT,Buddhist,18,131,121
24,Rural,GUJARAT,Buddhist,19,123,114
24,Rural,GUJARAT,Buddhist,20-24,560,499
24,Rural,GUJARAT,Buddhist,25-29,492,423
24,Rural,GUJARAT,Buddhist,30-34,491,390
24,Rural,GUJARAT,Buddhist,35-59,1622,1062
24,Rural,GUJARAT,Buddhist,60+,562,218
24,Rural,GUJARAT,Buddhist,Age not stated,18,11
24,Rural,GUJARAT,Jain,7,543,446
24,Rural,GUJARAT,Jain,8,520,495
24,Rural,GUJARAT,Jain,9,556,541
24,Rural,GUJARAT,Jain,10,653,635
24,Rural,GUJARAT,Jain,11,624,615
24,Rural,GUJARAT,Jain,12,658,649
24,Rural,GUJARAT,Jain,13,683,666
24,Rural,GUJARAT,Jain,14,701,699
24,Rural,GUJARAT,Jain,15,664,649
24,Rural,GUJARAT,Jain,16,729,716
24,Rural,GUJARAT,Jain,17,655,644
24,Rural,GUJARAT,Jain,18,710,699
24,Rural,GUJARAT,Jain,19,706,692
24,Rural,GUJARAT,Jain,20-24,3543,3442
24,Rural,GUJARAT,Jain,25-29,3078,2957
24,Rural,GUJARAT,Jain,30-34,2761,2607
24,Rural,GUJARAT,Jain,35-59,14182,12925
24,Rural,GUJARAT,Jain,60+,8506,6599
24,Rural,GUJARAT,Jain,Age not stated,135,117
24,Rural,GUJARAT,Other religions and persuasions,7,95,68
24,Rural,GUJARAT,Other religions and persuasions,8,115,107
24,Rural,GUJARAT,Other religions and persuasions,9,117,109
24,Rural,GUJARAT,Other religions and persuasions,10,125,114
24,Rural,GUJARAT,Other religions and persuasions,11,93,87
24,Rural,GUJARAT,Other religions and persuasions,12,99,89
24,Rural,GUJARAT,Other religions and persuasions,13,92,84
24,Rural,GUJARAT,Other religions and persuasions,14,87,82
24,Rural,GUJARAT,Other religions and persuasions,15,93,81
24,Rural,GUJARAT,Other religions and persuasions,16,93,85
24,Rural,GUJARAT,Other religions and persuasions,17,83,77
24,Rural,GUJARAT,Other religions and persuasions,18,99,93
24,Rural,GUJARAT,Other religions and persuasions,19,88,78
24,Rural,GUJARAT,Other religions and persuasions,20-24,467,405
24,Rural,GUJARAT,Other religions and persuasions,25-29,471,386
24,Rural,GUJARAT,Other religions and persuasions,30-34,375,296
24,Rural,GUJARAT,Other religions and persuasions,35-59,1527,989
24,Rural,GUJARAT,Other religions and persuasions,60+,665,431
24,Rural,GUJARAT,Other religions and persuasions,Age not stated,26,21
24,Urban,GUJARAT,Hindu,7,374872,307241
24,Urban,GUJARAT,Hindu,8,350089,319531
24,Urban,GUJARAT,Hindu,9,342326,320934
24,Urban,GUJARAT,Hindu,10,401545,374377
24,Urban,GUJARAT,Hindu,11,382124,364005
24,Urban,GUJARAT,Hindu,12,379359,360437
24,Urban,GUJARAT,Hindu,13,365871,349742
24,Urban,GUJARAT,Hindu,14,374573,357076
24,Urban,GUJARAT,Hindu,15,390476,366643
24,Urban,GUJARAT,Hindu,16,375320,354013
24,Urban,GUJARAT,Hindu,17,377319,355872
24,Urban,GUJARAT,Hindu,18,450976,417902
24,Urban,GUJARAT,Hindu,19,407244,379705
24,Urban,GUJARAT,Hindu,20-24,2188383,2000013
24,Urban,GUJARAT,Hindu,25-29,2100514,1890323
24,Urban,GUJARAT,Hindu,30-34,1840653,1617200
24,Urban,GUJARAT,Hindu,35-59,6040275,4972807
24,Urban,GUJARAT,Hindu,60+,1547679,1076987
24,Urban,GUJARAT,Hindu,Age not stated,102303,80792
24,Urban,GUJARAT,Muslim,7,82749,65715
24,Urban,GUJARAT,Muslim,8,78180,69927
24,Urban,GUJARAT,Muslim,9,74330,68862
24,Urban,GUJARAT,Muslim,10,85501,78931
24,Urban,GUJARAT,Muslim,11,79713,75114
24,Urban,GUJARAT,Muslim,12,81407,76488
24,Urban,GUJARAT,Muslim,13,76316,71990
24,Urban,GUJARAT,Muslim,14,75265,70695
24,Urban,GUJARAT,Muslim,15,78311,72353
24,Urban,GUJARAT,Muslim,16,75664,69990
24,Urban,GUJARAT,Muslim,17,74710,68944
24,Urban,GUJARAT,Muslim,18,89581,81142
24,Urban,GUJARAT,Muslim,19,76496,69654
24,Urban,GUJARAT,Muslim,20-24,395562,350240
24,Urban,GUJARAT,Muslim,25-29,342496,295188
24,Urban,GUJARAT,Muslim,30-34,297107,246954
24,Urban,GUJARAT,Muslim,35-59,935171,710696
24,Urban,GUJARAT,Muslim,60+,252196,151570
24,Urban,GUJARAT,Muslim,Age not stated,15316,11494
24,Urban,GUJARAT,Christian,7,2114,1821
24,Urban,GUJARAT,Christian,8,1949,1828
24,Urban,GUJARAT,Christian,9,2191,2105
24,Urban,GUJARAT,Christian,10,2390,2292
24,Urban,GUJARAT,Christian,11,2453,2379
24,Urban,GUJARAT,Christian,12,2369,2299
24,Urban,GUJARAT,Christian,13,2389,2336
24,Urban,GUJARAT,Christian,14,2378,2328
24,Urban,GUJARAT,Christian,15,2414,2354
24,Urban,GUJARAT,Christian,16,2327,2261
24,Urban,GUJARAT,Christian,17,2316,2257
24,Urban,GUJARAT,Christian,18,2630,2549
24,Urban,GUJARAT,Christian,19,2506,2430
24,Urban,GUJARAT,Christian,20-24,13388,12895
24,Urban,GUJARAT,Christian,25-29,13496,12960
24,Urban,GUJARAT,Christian,30-34,12672,12136
24,Urban,GUJARAT,Christian,35-59,53524,50496
24,Urban,GUJARAT,Christian,60+,16458,14724
24,Urban,GUJARAT,Christian,Age not stated,801,728
24,Urban,GUJARAT,Sikh,7,801,663
24,Urban,GUJARAT,Sikh,8,775,689
24,Urban,GUJARAT,Sikh,9,791,708
24,Urban,GUJARAT,Sikh,10,894,812
24,Urban,GUJARAT,Sikh,11,866,802
24,Urban,GUJARAT,Sikh,12,887,819
24,Urban,GUJARAT,Sikh,13,789,725
24,Urban,GUJARAT,Sikh,14,820,767
24,Urban,GUJARAT,Sikh,15,872,799
24,Urban,GUJARAT,Sikh,16,810,748
24,Urban,GUJARAT,Sikh,17,801,746
24,Urban,GUJARAT,Sikh,18,902,817
24,Urban,GUJARAT,Sikh,19,853,777
24,Urban,GUJARAT,Sikh,20-24,4576,4118
24,Urban,GUJARAT,Sikh,25-29,4280,3860
24,Urban,GUJARAT,Sikh,30-34,3910,3533
24,Urban,GUJARAT,Sikh,35-59,13645,12140
24,Urban,GUJARAT,Sikh,60+,4211,3338
24,Urban,GUJARAT,Sikh,Age not stated,300,234
24,Urban,GUJARAT,Buddhist,7,467,362
24,Urban,GUJARAT,Buddhist,8,469,414
24,Urban,GUJARAT,Buddhist,9,411,380
24,Urban,GUJARAT,Buddhist,10,480,447
24,Urban,GUJARAT,Buddhist,11,495,475
24,Urban,GUJARAT,Buddhist,12,460,430
24,Urban,GUJARAT,Buddhist,13,415,386
24,Urban,GUJARAT,Buddhist,14,438,392
24,Urban,GUJARAT,Buddhist,15,432,379
24,Urban,GUJARAT,Buddhist,16,404,360
24,Urban,GUJARAT,Buddhist,17,426,390
24,Urban,GUJARAT,Buddhist,18,551,495
24,Urban,GUJARAT,Buddhist,19,461,426
24,Urban,GUJARAT,Buddhist,20-24,2699,2397
24,Urban,GUJARAT,Buddhist,25-29,2397,2083
24,Urban,GUJARAT,Buddhist,30-34,2045,1659
24,Urban,GUJARAT,Buddhist,35-59,6296,4479
24,Urban,GUJARAT,Buddhist,60+,1482,892
24,Urban,GUJARAT,Buddhist,Age not stated,209,138
24,Urban,GUJARAT,Jain,7,6780,6066
24,Urban,GUJARAT,Jain,8,6271,6086
24,Urban,GUJARAT,Jain,9,6579,6419
24,Urban,GUJARAT,Jain,10,7876,7653
24,Urban,GUJARAT,Jain,11,7688,7559
24,Urban,GUJARAT,Jain,12,7300,7209
24,Urban,GUJARAT,Jain,13,7394,7299
24,Urban,GUJARAT,Jain,14,7520,7439
24,Urban,GUJARAT,Jain,15,8113,8007
24,Urban,GUJARAT,Jain,16,7736,7649
24,Urban,GUJARAT,Jain,17,7823,7756
24,Urban,GUJARAT,Jain,18,8597,8505
24,Urban,GUJARAT,Jain,19,8594,8516
24,Urban,GUJARAT,Jain,20-24,43051,42504
24,Urban,GUJARAT,Jain,25-29,44455,43859
24,Urban,GUJARAT,Jain,30-34,43076,42482
24,Urban,GUJARAT,Jain,35-59,187041,183532
24,Urban,GUJARAT,Jain,60+,75316,70636
24,Urban,GUJARAT,Jain,Age not stated,2290,2031
24,Urban,GUJARAT,Other religions and persuasions,7,128,111
24,Urban,GUJARAT,Other religions and persuasions,8,101,99
24,Urban,GUJARAT,Other religions and persuasions,9,106,101
24,Urban,GUJARAT,Other religions and persuasions,10,122,117
24,Urban,GUJARAT,Other religions and persuasions,11,136,132
24,Urban,GUJARAT,Other religions and persuasions,12,115,112
24,Urban,GUJARAT,Other religions and persuasions,13,133,132
24,Urban,GUJARAT,Other religions and persuasions,14,125,120
24,Urban,GUJARAT,Other religions and persuasions,15,126,124
24,Urban,GUJARAT,Other religions and persuasions,16,127,124
24,Urban,GUJARAT,Other religions and persuasions,17,133,130
24,Urban,GUJARAT,Other religions and persuasions,18,145,142
24,Urban,GUJARAT,Other religions and persuasions,19,149,144
24,Urban,GUJARAT,Other religions and persuasions,20-24,750,716
24,Urban,GUJARAT,Other religions and persuasions,25-29,765,737
24,Urban,GUJARAT,Other religions and persuasions,30-34,773,734
24,Urban,GUJARAT,Other religions and persuasions,35-59,3547,3399
24,Urban,GUJARAT,Other religions and persuasions,60+,2699,2580
24,Urban,GUJARAT,Other religions and persuasions,Age not stated,72,66
25,Rural,DAMAN & DIU,Hindu,7,1113,915
25,Rural,DAMAN & DIU,Hindu,8,1152,1103
25,Rural,DAMAN & DIU,Hindu,9,1082,1058
25,Rural,DAMAN & DIU,Hindu,10,1268,1237
25,Rural,DAMAN & DIU,Hindu,11,1274,1258
25,Rural,DAMAN & DIU,Hindu,12,1222,1203
25,Rural,DAMAN & DIU,Hindu,13,1187,1174
25,Rural,DAMAN & DIU,Hindu,14,1149,1134
25,Rural,DAMAN & DIU,Hindu,15,1182,1164
25,Rural,DAMAN & DIU,Hindu,16,1167,1154
25,Rural,DAMAN & DIU,Hindu,17,1247,1212
25,Rural,DAMAN & DIU,Hindu,18,1411,1357
25,Rural,DAMAN & DIU,Hindu,19,1374,1317
25,Rural,DAMAN & DIU,Hindu,20-24,6651,6244
25,Rural,DAMAN & DIU,Hindu,25-29,5824,5225
25,Rural,DAMAN & DIU,Hindu,30-34,4821,3999
25,Rural,DAMAN & DIU,Hindu,35-59,13870,9074
25,Rural,DAMAN & DIU,Hindu,60+,3408,1073
25,Rural,DAMAN & DIU,Hindu,Age not stated,77,58
25,Rural,DAMAN & DIU,Muslim,7,54,43
25,Rural,DAMAN & DIU,Muslim,8,40,37
25,Rural,DAMAN & DIU,Muslim,9,48,47
25,Rural,DAMAN & DIU,Muslim,10,48,44
25,Rural,DAMAN & DIU,Muslim,11,51,46
25,Rural,DAMAN & DIU,Muslim,12,40,40
25,Rural,DAMAN & DIU,Muslim,13,43,40
25,Rural,DAMAN & DIU,Muslim,14,35,34
25,Rural,DAMAN & DIU,Muslim,15,37,34
25,Rural,DAMAN & DIU,Muslim,16,43,41
25,Rural,DAMAN & DIU,Muslim,17,45,43
25,Rural,DAMAN & DIU,Muslim,18,69,64
25,Rural,DAMAN & DIU,Muslim,19,64,60
25,Rural,DAMAN & DIU,Muslim,20-24,344,313
25,Rural,DAMAN & DIU,Muslim,25-29,265,234
25,Rural,DAMAN & DIU,Muslim,30-34,241,207
25,Rural,DAMAN & DIU,Muslim,35-59,650,539
25,Rural,DAMAN & DIU,Muslim,60+,158,82
25,Rural,DAMAN & DIU,Muslim,Age not stated,4,2
25,Rural,DAMAN & DIU,Christian,7,4,2
25,Rural,DAMAN & DIU,Christian,8,1,1
25,Rural,DAMAN & DIU,Christian,9,1,1
25,Rural,DAMAN & DIU,Christian,10,2,2
25,Rural,DAMAN & DIU,Christian,11,4,4
25,Rural,DAMAN & DIU,Christian,12,2,2
25,Rural,DAMAN & DIU,Christian,13,1,1
25,Rural,DAMAN & DIU,Christian,14,4,4
25,Rural,DAMAN & DIU,Christian,15,2,2
25,Rural,DAMAN & DIU,Christian,16,1,1
25,Rural,DAMAN & DIU,Christian,17,1,1
25,Rural,DAMAN & DIU,Christian,18,2,1
25,Rural,DAMAN & DIU,Christian,19,3,3
25,Rural,DAMAN & DIU,Christian,20-24,23,19
25,Rural,DAMAN & DIU,Christian,25-29,28,24
25,Rural,DAMAN & DIU,Christian,30-34,10,10
25,Rural,DAMAN & DIU,Christian,35-59,34,31
25,Rural,DAMAN & DIU,Christian,60+,12,10
25,Rural,DAMAN & DIU,Christian,Age not stated,0,0
25,Rural,DAMAN & DIU,Sikh,7,0,0
25,Rural,DAMAN & DIU,Sikh,8,0,0
25,Rural,DAMAN & DIU,Sikh,9,0,0
25,Rural,DAMAN & DIU,Sikh,10,0,0
25,Rural,DAMAN & DIU,Sikh,11,0,0
25,Rural,DAMAN & DIU,Sikh,12,0,0
25,Rural,DAMAN & DIU,Sikh,13,0,0
25,Rural,DAMAN & DIU,Sikh,14,0,0
25,Rural,DAMAN & DIU,Sikh,15,0,0
25,Rural,DAMAN & DIU,Sikh,16,0,0
25,Rural,DAMAN & DIU,Sikh,17,0,0
25,Rural,DAMAN & DIU,Sikh,18,0,0
25,Rural,DAMAN & DIU,Sikh,19,0,0
25,Rural,DAMAN & DIU,Sikh,20-24,0,0
25,Rural,DAMAN & DIU,Sikh,25-29,1,1
25,Rural,DAMAN & DIU,Sikh,30-34,0,0
25,Rural,DAMAN & DIU,Sikh,35-59,2,2
25,Rural,DAMAN & DIU,Sikh,60+,0,0
25,Rural,DAMAN & DIU,Sikh,Age not stated,0,0
25,Rural,DAMAN & DIU,Buddhist,7,0,0
25,Rural,DAMAN & DIU,Buddhist,8,0,0
25,Rural,DAMAN & DIU,Buddhist,9,0,0
25,Rural,DAMAN & DIU,Buddhist,10,0,0
25,Rural,DAMAN & DIU,Buddhist,11,0,0
25,Rural,DAMAN & DIU,Buddhist,12,0,0
25,Rural,DAMAN & DIU,Buddhist,13,0,0
25,Rural,DAMAN & DIU,Buddhist,14,0,0
25,Rural,DAMAN & DIU,Buddhist,15,0,0
25,Rural,DAMAN & DIU,Buddhist,16,0,0
25,Rural,DAMAN & DIU,Buddhist,17,0,0
25,Rural,DAMAN & DIU,Buddhist,18,0,0
25,Rural,DAMAN & DIU,Buddhist,19,0,0
25,Rural,DAMAN & DIU,Buddhist,20-24,0,0
25,Rural,DAMAN & DIU,Buddhist,25-29,2,1
25,Rural,DAMAN & DIU,Buddhist,30-34,1,1
25,Rural,DAMAN & DIU,Buddhist,35-59,0,0
25,Rural,DAMAN & DIU,Buddhist,60+,0,0
25,Rural,DAMAN & DIU,Buddhist,Age not stated,0,0
25,Rural,DAMAN & DIU,Jain,7,0,0
25,Rural,DAMAN & DIU,Jain,8,0,0
25,Rural,DAMAN & DIU,Jain,9,1,1
25,Rural,DAMAN & DIU,Jain,10,1,1
25,Rural,DAMAN & DIU,Jain,11,0,0
25,Rural,DAMAN & DIU,Jain,12,0,0
25,Rural,DAMAN & DIU,Jain,13,0,0
25,Rural,DAMAN & DIU,Jain,14,0,0
25,Rural,DAMAN & DIU,Jain,15,1,1
25,Rural,DAMAN & DIU,Jain,16,0,0
25,Rural,DAMAN & DIU,Jain,17,0,0
25,Rural,DAMAN & DIU,Jain,18,0,0
25,Rural,DAMAN & DIU,Jain,19,0,0
25,Rural,DAMAN & DIU,Jain,20-24,2,2
25,Rural,DAMAN & DIU,Jain,25-29,1,1
25,Rural,DAMAN & DIU,Jain,30-34,0,0
25,Rural,DAMAN & DIU,Jain,35-59,0,0
25,Rural,DAMAN & DIU,Jain,60+,0,0
25,Rural,DAMAN & DIU,Jain,Age not stated,0,0
25,Rural,DAMAN & DIU,Other religions and persuasions,7,0,0
25,Rural,DAMAN & DIU,Other religions and persuasions,8,0,0
25,Rural,DAMAN & DIU,Other religions and persuasions,9,0,0
25,Rural,DAMAN & DIU,Other religions and persuasions,10,1,1
25,Rural,DAMAN & DIU,Other religions and persuasions,11,0,0
25,Rural,DAMAN & DIU,Other religions and persuasions,12,0,0
25,Rural,DAMAN & DIU,Other religions and persuasions,13,0,0
25,Rural,DAMAN & DIU,Other religions and persuasions,14,0,0
25,Rural,DAMAN & DIU,Other religions and persuasions,15,0,0
25,Rural,DAMAN & DIU,Other religions and persuasions,16,0,0
25,Rural,DAMAN & DIU,Other religions and persuasions,17,0,0
25,Rural,DAMAN & DIU,Other religions and persuasions,18,0,0
25,Rural,DAMAN & DIU,Other religions and persuasions,19,0,0
25,Rural,DAMAN & DIU,Other religions and persuasions,20-24,0,0
25,Rural,DAMAN & DIU,Other religions and persuasions,25-29,2,2
25,Rural,DAMAN & DIU,Other religions and persuasions,30-34,1,1
25,Rural,DAMAN & DIU,Other religions and persuasions,35-59,2,2
25,Rural,DAMAN & DIU,Other religions and persuasions,60+,3,3
25,Rural,DAMAN & DIU,Other religions and persuasions,Age not stated,0,0
25,Urban,DAMAN & DIU,Hindu,7,2232,1824
25,Urban,DAMAN & DIU,Hindu,8,2118,1931
25,Urban,DAMAN & DIU,Hindu,9,1877,1768
25,Urban,DAMAN & DIU,Hindu,10,2083,1959
25,Urban,DAMAN & DIU,Hindu,11,1922,1845
25,Urban,DAMAN & DIU,Hindu,12,1806,1748
25,Urban,DAMAN & DIU,Hindu,13,1764,1715
25,Urban,DAMAN & DIU,Hindu,14,1844,1765
25,Urban,DAMAN & DIU,Hindu,15,2027,1901
25,Urban,DAMAN & DIU,Hindu,16,2318,2177
25,Urban,DAMAN & DIU,Hindu,17,2858,2649
25,Urban,DAMAN & DIU,Hindu,18,5552,5035
25,Urban,DAMAN & DIU,Hindu,19,4832,4467
25,Urban,DAMAN & DIU,Hindu,20-24,28844,26417
25,Urban,DAMAN & DIU,Hindu,25-29,24744,22428
25,Urban,DAMAN & DIU,Hindu,30-34,17123,15536
25,Urban,DAMAN & DIU,Hindu,35-59,34970,30407
25,Urban,DAMAN & DIU,Hindu,60+,6416,3978
25,Urban,DAMAN & DIU,Hindu,Age not stated,225,196
25,Urban,DAMAN & DIU,Muslim,7,306,249
25,Urban,DAMAN & DIU,Muslim,8,287,268
25,Urban,DAMAN & DIU,Muslim,9,254,241
25,Urban,DAMAN & DIU,Muslim,10,280,258
25,Urban,DAMAN & DIU,Muslim,11,285,270
25,Urban,DAMAN & DIU,Muslim,12,257,245
25,Urban,DAMAN & DIU,Muslim,13,253,242
25,Urban,DAMAN & DIU,Muslim,14,253,233
25,Urban,DAMAN & DIU,Muslim,15,251,231
25,Urban,DAMAN & DIU,Muslim,16,304,278
25,Urban,DAMAN & DIU,Muslim,17,312,283
25,Urban,DAMAN & DIU,Muslim,18,509,449
25,Urban,DAMAN & DIU,Muslim,19,452,418
25,Urban,DAMAN & DIU,Muslim,20-24,2399,2143
25,Urban,DAMAN & DIU,Muslim,25-29,1988,1734
25,Urban,DAMAN & DIU,Muslim,30-34,1530,1284
25,Urban,DAMAN & DIU,Muslim,35-59,3678,3032
25,Urban,DAMAN & DIU,Muslim,60+,918,614
25,Urban,DAMAN & DIU,Muslim,Age not stated,5,3
25,Urban,DAMAN & DIU,Christian,7,40,35
25,Urban,DAMAN & DIU,Christian,8,36,34
25,Urban,DAMAN & DIU,Christian,9,39,38
25,Urban,DAMAN & DIU,Christian,10,35,35
25,Urban,DAMAN & DIU,Christian,11,46,45
25,Urban,DAMAN & DIU,Christian,12,36,35
25,Urban,DAMAN & DIU,Christian,13,31,31
25,Urban,DAMAN & DIU,Christian,14,36,34
25,Urban,DAMAN & DIU,Christian,15,38,36
25,Urban,DAMAN & DIU,Christian,16,27,26
25,Urban,DAMAN & DIU,Christian,17,38,38
25,Urban,DAMAN & DIU,Christian,18,36,36
25,Urban,DAMAN & DIU,Christian,19,34,33
25,Urban,DAMAN & DIU,Christian,20-24,222,215
25,Urban,DAMAN & DIU,Christian,25-29,227,220
25,Urban,DAMAN & DIU,Christian,30-34,220,213
25,Urban,DAMAN & DIU,Christian,35-59,967,927
25,Urban,DAMAN & DIU,Christian,60+,348,293
25,Urban,DAMAN & DIU,Christian,Age not stated,2,2
25,Urban,DAMAN & DIU,Sikh,7,2,1
25,Urban,DAMAN & DIU,Sikh,8,4,4
25,Urban,DAMAN & DIU,Sikh,9,0,0
25,Urban,DAMAN & DIU,Sikh,10,3,3
25,Urban,DAMAN & DIU,Sikh,11,2,2
25,Urban,DAMAN & DIU,Sikh,12,5,4
25,Urban,DAMAN & DIU,Sikh,13,2,2
25,Urban,DAMAN & DIU,Sikh,14,0,0
25,Urban,DAMAN & DIU,Sikh,15,2,2
25,Urban,DAMAN & DIU,Sikh,16,3,3
25,Urban,DAMAN & DIU,Sikh,17,2,1
25,Urban,DAMAN & DIU,Sikh,18,3,3
25,Urban,DAMAN & DIU,Sikh,19,3,3
25,Urban,DAMAN & DIU,Sikh,20-24,17,17
25,Urban,DAMAN & DIU,Sikh,25-29,17,17
25,Urban,DAMAN & DIU,Sikh,30-34,11,11
25,Urban,DAMAN & DIU,Sikh,35-59,59,58
25,Urban,DAMAN & DIU,Sikh,60+,16,14
25,Urban,DAMAN & DIU,Sikh,Age not stated,0,0
25,Urban,DAMAN & DIU,Buddhist,7,6,5
25,Urban,DAMAN & DIU,Buddhist,8,4,4
25,Urban,DAMAN & DIU,Buddhist,9,4,4
25,Urban,DAMAN & DIU,Buddhist,10,4,4
25,Urban,DAMAN & DIU,Buddhist,11,4,4
25,Urban,DAMAN & DIU,Buddhist,12,4,4
25,Urban,DAMAN & DIU,Buddhist,13,3,3
25,Urban,DAMAN & DIU,Buddhist,14,1,1
25,Urban,DAMAN & DIU,Buddhist,15,2,2
25,Urban,DAMAN & DIU,Buddhist,16,3,3
25,Urban,DAMAN & DIU,Buddhist,17,3,2
25,Urban,DAMAN & DIU,Buddhist,18,3,3
25,Urban,DAMAN & DIU,Buddhist,19,6,6
25,Urban,DAMAN & DIU,Buddhist,20-24,22,20
25,Urban,DAMAN & DIU,Buddhist,25-29,37,36
25,Urban,DAMAN & DIU,Buddhist,30-34,30,30
25,Urban,DAMAN & DIU,Buddhist,35-59,46,39
25,Urban,DAMAN & DIU,Buddhist,60+,1,1
25,Urban,DAMAN & DIU,Buddhist,Age not stated,0,0
25,Urban,DAMAN & DIU,Jain,7,6,6
25,Urban,DAMAN & DIU,Jain,8,4,4
25,Urban,DAMAN & DIU,Jain,9,3,3
25,Urban,DAMAN & DIU,Jain,10,1,1
25,Urban,DAMAN & DIU,Jain,11,4,4
25,Urban,DAMAN & DIU,Jain,12,3,3
25,Urban,DAMAN & DIU,Jain,13,3,3
25,Urban,DAMAN & DIU,Jain,14,3,3
25,Urban,DAMAN & DIU,Jain,15,4,3
25,Urban,DAMAN & DIU,Jain,16,3,3
25,Urban,DAMAN & DIU,Jain,17,5,5
25,Urban,DAMAN & DIU,Jain,18,5,5
25,Urban,DAMAN & DIU,Jain,19,6,6
25,Urban,DAMAN & DIU,Jain,20-24,31,29
25,Urban,DAMAN & DIU,Jain,25-29,26,26
