State_Code,Rural/Urban,State,Religious_Community,Age,Total_Population,Literate_Population
28,Rural,ANDHRA PRADESH,Sikh,7,170,105
28,Rural,ANDHRA PRADESH,Sikh,8,160,127
28,Rural,ANDHRA PRADESH,Sikh,9,166,138
28,Rural,ANDHRA PRADESH,Sikh,10,183,154
28,Rural,ANDHRA PRADESH,Sikh,11,141,124
28,Rural,ANDHRA PRADESH,Sikh,12,168,149
28,Rural,ANDHRA PRADESH,Sikh,13,125,107
28,Rural,ANDHRA PRADESH,Sikh,14,145,131
28,Rural,ANDHRA PRADESH,Sikh,15,144,119
28,Rural,ANDHRA PRADESH,Sikh,16,136,119
28,Rural,ANDHRA PRADESH,Sikh,17,132,120
28,Rural,ANDHRA PRADESH,Sikh,18,175,141
28,Rural,ANDHRA PRADESH,Sikh,19,129,99
28,Rural,ANDHRA PRADESH,Sikh,20-24,785,589
28,Rural,ANDHRA PRADESH,Sikh,25-29,766,496
28,Rural,ANDHRA PRADESH,Sikh,30-34,558,306
28,Rural,ANDHRA PRADESH,Sikh,35-59,1911,951
28,Rural,ANDHRA PRADESH,Sikh,60+,692,205
28,Rural,ANDHRA PRADESH,Sikh,Age not stated,170,103
28,Rural,ANDHRA PRADESH,Buddhist,7,506,346
28,Rural,ANDHRA PRADESH,Buddhist,8,428,357
28,Rural,ANDHRA PRADESH,Buddhist,9,464,397
28,Rural,ANDHRA PRADESH,Buddhist,10,564,497
28,Rural,ANDHRA PRADESH,Buddhist,11,510,475
28,Rural,ANDHRA PRADESH,Buddhist,12,517,487
28,Rural,ANDHRA PRADESH,Buddhist,13,433,397
28,Rural,ANDHRA PRADESH,Buddhist,14,468,428
28,Rural,ANDHRA PRADESH,Buddhist,15,478,423
28,Rural,ANDHRA PRADESH,Buddhist,16,497,456
28,Rural,ANDHRA PRADESH,Buddhist,17,476,430
28,Rural,ANDHRA PRADESH,Buddhist,18,536,484
28,Rural,ANDHRA PRADESH,Buddhist,19,454,387
28,Rural,ANDHRA PRADESH,Buddhist,20-24,2160,1748
28,Rural,ANDHRA PRADESH,Buddhist,25-29,1927,1349
28,Rural,ANDHRA PRADESH,Buddhist,30-34,1611,1009
28,Rural,ANDHRA PRADESH,Buddhist,35-59,5276,2035
28,Rural,ANDHRA PRADESH,Buddhist,60+,2126,397
28,Rural,ANDHRA PRADESH,Buddhist,Age not stated,1007,656
28,Rural,ANDHRA PRADESH,Jain,7,144,103
28,Rural,ANDHRA PRADESH,Jain,8,122,100
28,Rural,ANDHRA PRADESH,Jain,9,123,107
28,Rural,ANDHRA PRADESH,Jain,10,151,138
28,Rural,ANDHRA PRADESH,Jain,11,139,128
28,Rural,ANDHRA PRADESH,Jain,12,157,143
28,Rural,ANDHRA PRADESH,Jain,13,110,100
28,Rural,ANDHRA PRADESH,Jain,14,119,112
28,Rural,ANDHRA PRADESH,Jain,15,127,117
28,Rural,ANDHRA PRADESH,Jain,16,126,118
28,Rural,ANDHRA PRADESH,Jain,17,99,93
28,Rural,ANDHRA PRADESH,Jain,18,123,109
28,Rural,ANDHRA PRADESH,Jain,19,79,72
28,Rural,ANDHRA PRADESH,Jain,20-24,528,422
28,Rural,ANDHRA PRADESH,Jain,25-29,347,269
28,Rural,ANDHRA PRADESH,Jain,30-34,292,190
28,Rural,ANDHRA PRADESH,Jain,35-59,881,499
28,Rural,ANDHRA PRADESH,Jain,60+,425,111
28,Rural,ANDHRA PRADESH,Jain,Age not stated,137,84
28,Rural,ANDHRA PRADESH,Other religions and persuasions,7,83,66
28,Rural,ANDHRA PRADESH,Other religions and persuasions,8,78,71
28,Rural,ANDHRA PRADESH,Other religions and persuasions,9,76,70
28,Rural,ANDHRA PRADESH,Other religions and persuasions,10,102,96
28,Rural,ANDHRA PRADESH,Other religions and persuasions,11,100,96
28,Rural,ANDHRA PRADESH,Other religions and persuasions,12,91,88
28,Rural,ANDHRA PRADESH,Other religions and persuasions,13,71,71
28,Rural,ANDHRA PRADESH,Other religions and persuasions,14,110,105
28,Rural,ANDHRA PRADESH,Other religions and persuasions,15,79,70
28,Rural,ANDHRA PRADESH,Other religions and persuasions,16,63,55
28,Rural,ANDHRA PRADESH,Other religions and persuasions,17,63,59
28,Rural,ANDHRA PRADESH,Other religions and persuasions,18,84,68
28,Rural,ANDHRA PRADESH,Other religions and persuasions,19,52,44
28,Rural,ANDHRA PRADESH,Other religions and persuasions,20-24,332,255
28,Rural,ANDHRA PRADESH,Other religions and persuasions,25-29,334,201
28,Rural,ANDHRA PRADESH,Other religions and persuasions,30-34,267,164
28,Rural,ANDHRA PRADESH,Other religions and persuasions,35-59,804,338
28,Rural,ANDHRA PRADESH,Other religions and persuasions,60+,343,84
28,Rural,ANDHRA PRADESH,Other religions and persuasions,Age not stated,75,50
28,Urban,ANDHRA PRADESH,Hindu,7,353608,274885
28,Urban,ANDHRA PRADESH,Hindu,8,344989,309982
28,Urban,ANDHRA PRADESH,Hindu,9,350261,327562
28,Urban,ANDHRA PRADESH,Hindu,10,426383,401779
28,Urban,ANDHRA PRADESH,Hindu,11,392273,376060
28,Urban,ANDHRA PRADESH,Hindu,12,394473,379168
28,Urban,ANDHRA PRADESH,Hindu,13,386849,373223
28,Urban,ANDHRA PRADESH,Hindu,14,393043,378110
28,Urban,ANDHRA PRADESH,Hindu,15,416698,397657
28,Urban,ANDHRA PRADESH,Hindu,16,414280,396166
28,Urban,ANDHRA PRADESH,Hindu,17,399249,380886
28,Urban,ANDHRA PRADESH,Hindu,18,459409,428659
28,Urban,ANDHRA PRADESH,Hindu,19,409050,381299
28,Urban,ANDHRA PRADESH,Hindu,20-24,2196016,1976289
28,Urban,ANDHRA PRADESH,Hindu,25-29,2199261,1872683
28,Urban,ANDHRA PRADESH,Hindu,30-34,1867929,1532759
28,Urban,ANDHRA PRADESH,Hindu,35-59,6375928,4545948
28,Urban,ANDHRA PRADESH,Hindu,60+,1784211,994765
28,Urban,ANDHRA PRADESH,Hindu,Age not stated,262547,199183
28,Urban,ANDHRA PRADESH,Muslim,7,105826,81335
28,Urban,ANDHRA PRADESH,Muslim,8,104388,90610
28,Urban,ANDHRA PRADESH,Muslim,9,102707,92694
28,Urban,ANDHRA PRADESH,Muslim,10,123248,112094
28,Urban,ANDHRA PRADESH,Muslim,11,107588,99481
28,Urban,ANDHRA PRADESH,Muslim,12,114322,106365
28,Urban,ANDHRA PRADESH,Muslim,13,102488,95501
28,Urban,ANDHRA PRADESH,Muslim,14,108486,100438
28,Urban,ANDHRA PRADESH,Muslim,15,112525,103169
28,Urban,ANDHRA PRADESH,Muslim,16,112509,103213
28,Urban,ANDHRA PRADESH,Muslim,17,107519,98280
28,Urban,ANDHRA PRADESH,Muslim,18,128523,115617
28,Urban,ANDHRA PRADESH,Muslim,19,110813,99053
28,Urban,ANDHRA PRADESH,Muslim,20-24,577907,500307
28,Urban,ANDHRA PRADESH,Muslim,25-29,511241,420395
28,Urban,ANDHRA PRADESH,Muslim,30-34,405283,314379
28,Urban,ANDHRA PRADESH,Muslim,35-59,1232345,817169
28,Urban,ANDHRA PRADESH,Muslim,60+,312769,158586
28,Urban,ANDHRA PRADESH,Muslim,Age not stated,82635,61005
28,Urban,ANDHRA PRADESH,Christian,7,9849,7819
28,Urban,ANDHRA PRADESH,Christian,8,9617,8614
28,Urban,ANDHRA PRADESH,Christian,9,9832,9125
28,Urban,ANDHRA PRADESH,Christian,10,11878,11096
28,Urban,ANDHRA PRADESH,Christian,11,10689,10189
28,Urban,ANDHRA PRADESH,Christian,12,10702,10257
28,Urban,ANDHRA PRADESH,Christian,13,10601,10192
28,Urban,ANDHRA PRADESH,Christian,14,10602,10158
28,Urban,ANDHRA PRADESH,Christian,15,11058,10498
28,Urban,ANDHRA PRADESH,Christian,16,10596,10091
28,Urban,ANDHRA PRADESH,Christian,17,10200,9679
28,Urban,ANDHRA PRADESH,Christian,18,11811,10945
28,Urban,ANDHRA PRADESH,Christian,19,11473,10677
28,Urban,ANDHRA PRADESH,Christian,20-24,61907,55716
28,Urban,ANDHRA PRADESH,Christian,25-29,63040,54904
28,Urban,ANDHRA PRADESH,Christian,30-34,54140,46322
28,Urban,ANDHRA PRADESH,Christian,35-59,184630,148675
28,Urban,ANDHRA PRADESH,Christian,60+,53192,39951
28,Urban,ANDHRA PRADESH,Christian,Age not stated,8760,6888
28,Urban,ANDHRA PRADESH,Sikh,7,597,437
28,Urban,ANDHRA PRADESH,Sikh,8,562,446
28,Urban,ANDHRA PRADESH,Sikh,9,555,472
28,Urban,ANDHRA PRADESH,Sikh,10,663,559
28,Urban,ANDHRA PRADESH,Sikh,11,596,523
28,Urban,ANDHRA PRADESH,Sikh,12,573,509
28,Urban,ANDHRA PRADESH,Sikh,13,516,474
28,Urban,ANDHRA PRADESH,Sikh,14,518,474
28,Urban,ANDHRA PRADESH,Sikh,15,622,544
28,Urban,ANDHRA PRADESH,Sikh,16,531,482
28,Urban,ANDHRA PRADESH,Sikh,17,503,444
28,Urban,ANDHRA PRADESH,Sikh,18,662,572
28,Urban,ANDHRA PRADESH,Sikh,19,663,579
28,Urban,ANDHRA PRADESH,Sikh,20-24,3478,2938
28,Urban,ANDHRA PRADESH,Sikh,25-29,3228,2666
28,Urban,ANDHRA PRADESH,Sikh,30-34,2686,2257
28,Urban,ANDHRA PRADESH,Sikh,35-59,8485,6805
28,Urban,ANDHRA PRADESH,Sikh,60+,2507,1740
28,Urban,ANDHRA PRADESH,Sikh,Age not stated,517,375
28,Urban,ANDHRA PRADESH,Buddhist,7,239,182
28,Urban,ANDHRA PRADESH,Buddhist,8,212,189
28,Urban,ANDHRA PRADESH,Buddhist,9,205,183
28,Urban,ANDHRA PRADESH,Buddhist,10,258,242
28,Urban,ANDHRA PRADESH,Buddhist,11,268,251
28,Urban,ANDHRA PRADESH,Buddhist,12,233,227
28,Urban,ANDHRA PRADESH,Buddhist,13,233,222
28,Urban,ANDHRA PRADESH,Buddhist,14,210,204
28,Urban,ANDHRA PRADESH,Buddhist,15,279,258
28,Urban,ANDHRA PRADESH,Buddhist,16,247,233
28,Urban,ANDHRA PRADESH,Buddhist,17,222,201
28,Urban,ANDHRA PRADESH,Buddhist,18,272,248
28,Urban,ANDHRA PRADESH,Buddhist,19,261,237
28,Urban,ANDHRA PRADESH,Buddhist,20-24,1326,1164
28,Urban,ANDHRA PRADESH,Buddhist,25-29,1249,1031
28,Urban,ANDHRA PRADESH,Buddhist,30-34,1080,845
28,Urban,ANDHRA PRADESH,Buddhist,35-59,3234,2121
28,Urban,ANDHRA PRADESH,Buddhist,60+,869,382
28,Urban,ANDHRA PRADESH,Buddhist,Age not stated,629,455
28,Urban,ANDHRA PRADESH,Jain,7,773,666
28,Urban,ANDHRA PRADESH,Jain,8,758,721
28,Urban,ANDHRA PRADESH,Jain,9,712,678
28,Urban,ANDHRA PRADESH,Jain,10,843,802
28,Urban,ANDHRA PRADESH,Jain,11,738,717
28,Urban,ANDHRA PRADESH,Jain,12,752,738
28,Urban,ANDHRA PRADESH,Jain,13,744,735
28,Urban,ANDHRA PRADESH,Jain,14,790,771
28,Urban,ANDHRA PRADESH,Jain,15,754,738
28,Urban,ANDHRA PRADESH,Jain,16,808,791
28,Urban,ANDHRA PRADESH,Jain,17,805,784
28,Urban,ANDHRA PRADESH,Jain,18,875,858
28,Urban,ANDHRA PRADESH,Jain,19,911,876
28,Urban,ANDHRA PRADESH,Jain,20-24,4610,4451
28,Urban,ANDHRA PRADESH,Jain,25-29,4745,4545
28,Urban,ANDHRA PRADESH,Jain,30-34,4414,4244
28,Urban,ANDHRA PRADESH,Jain,35-59,14717,13892
28,Urban,ANDHRA PRADESH,Jain,60+,4056,3275
28,Urban,ANDHRA PRADESH,Jain,Age not stated,693,585
28,Urban,ANDHRA PRADESH,Other religions and persuasions,7,99,72
28,Urban,ANDHRA PRADESH,Other religions and persuasions,8,94,80
28,Urban,ANDHRA PRADESH,Other religions and persuasions,9,103,89
28,Urban,ANDHRA PRADESH,Other religions and persuasions,10,111,97
28,Urban,ANDHRA PRADESH,Other religions and persuasions,11,97,90
28,Urban,ANDHRA PRADESH,Other religions and persuasions,12,100,89
28,Urban,ANDHRA PRADESH,Other religions and persuasions,13,95,86
28,Urban,ANDHRA PRADESH,Other religions and persuasions,14,82,76
28,Urban,ANDHRA PRADESH,Other religions and persuasions,15,110,99
28,Urban,ANDHRA PRADESH,Other religions and persuasions,16,103,92
28,Urban,ANDHRA PRADESH,Other religions and persuasions,17,102,96
28,Urban,ANDHRA PRADESH,Other religions and persuasions,18,115,98
28,Urban,ANDHRA PRADESH,Other religions and persuasions,19,106,94
28,Urban,ANDHRA PRADESH,Other religions and persuasions,20-24,595,492
28,Urban,ANDHRA PRADESH,Other religions and persuasions,25-29,560,442
28,Urban,ANDHRA PRADESH,Other religions and persuasions,30-34,525,399
28,Urban,ANDHRA PRADESH,Other religions and persuasions,35-59,1425,1058
28,Urban,ANDHRA PRADESH,Other religions and persuasions,60+,570,413
28,Urban,ANDHRA PRADESH,Other religions and persuasions,Age not stated,162,126
29,Rural,KARNATAKA,Hindu,7,561835,433453
29,Rural,KARNATAKA,Hindu,8,593946,545222
29,Rural,KARNATAKA,Hindu,9,599891,568177
29,Rural,KARNATAKA,Hindu,10,692252,648551
29,Rural,KARNATAKA,Hindu,11,636617,609302
29,Rural,KARNATAKA,Hindu,12,665060,629884
29,Rural,KARNATAKA,Hindu,13,624164,595417
29,Rural,KARNATAKA,Hindu,14,656956,620018
29,Rural,KARNATAKA,Hindu,15,663749,618261
29,Rural,KARNATAKA,Hindu,16,646639,599037
29,Rural,KARNATAKA,Hindu,17,578547,539060
29,Rural,KARNATAKA,Hindu,18,783734,700185
29,Rural,KARNATAKA,Hindu,19,599765,538845
29,Rural,KARNATAKA,Hindu,20-24,3193201,2731982
29,Rural,KARNATAKA,Hindu,25-29,2980937,2306960
29,Rural,KARNATAKA,Hindu,30-34,2416052,1680928
29,Rural,KARNATAKA,Hindu,35-59,9378677,4840884
29,Rural,KARNATAKA,Hindu,60+,3581934,1164698
29,Rural,KARNATAKA,Hindu,Age not stated,23092,15500
29,Rural,KARNATAKA,Muslim,7,58665,45382
29,Rural,KARNATAKA,Muslim,8,63170,58135
29,Rural,KARNATAKA,Muslim,9,60965,57843
29,Rural,KARNATAKA,Muslim,10,71043,66829
29,Rural,KARNATAKA,Muslim,11,61946,59396
29,Rural,KARNATAKA,Muslim,12,67056,63823
29,Rural,KARNATAKA,Muslim,13,60445,57796
29,Rural,KARNATAKA,Muslim,14,64618,61259
29,Rural,KARNATAKA,Muslim,15,65043,60614
29,Rural,KARNATAKA,Muslim,16,65374,60673
29,Rural,KARNATAKA,Muslim,17,56248,52275
29,Rural,KARNATAKA,Muslim,18,78776,70541
29,Rural,KARNATAKA,Muslim,19,56636,50995
29,Rural,KARNATAKA,Muslim,20-24,293342,252167
29,Rural,KARNATAKA,Muslim,25-29,246132,190535
29,Rural,KARNATAKA,Muslim,30-34,192881,134749
29,Rural,KARNATAKA,Muslim,35-59,669543,350695
29,Rural,KARNATAKA,Muslim,60+,232502,76483
29,Rural,KARNATAKA,Muslim,Age not stated,1454,999
29,Rural,KARNATAKA,Christian,7,4641,3843
29,Rural,KARNATAKA,Christian,8,4550,4305
29,Rural,KARNATAKA,Christian,9,4813,4625
29,Rural,KARNATAKA,Christian,10,5675,5463
29,Rural,KARNATAKA,Christian,11,5304,5176
29,Rural,KARNATAKA,Christian,12,5258,5096
29,Rural,KARNATAKA,Christian,13,5187,5046
29,Rural,KARNATAKA,Christian,14,5465,5307
29,Rural,KARNATAKA,Christian,15,5419,5229
29,Rural,KARNATAKA,Christian,16,5498,5319
29,Rural,KARNATAKA,Christian,17,5154,4996
29,Rural,KARNATAKA,Christian,18,5968,5694
29,Rural,KARNATAKA,Christian,19,5479,5225
29,Rural,KARNATAKA,Christian,20-24,27196,25489
29,Rural,KARNATAKA,Christian,25-29,24911,22463
29,Rural,KARNATAKA,Christian,30-34,22191,19621
29,Rural,KARNATAKA,Christian,35-59,97528,77891
29,Rural,KARNATAKA,Christian,60+,39110,25104
29,Rural,KARNATAKA,Christian,Age not stated,148,105
29,Rural,KARNATAKA,Sikh,7,123,93
29,Rural,KARNATAKA,Sikh,8,122,106
29,Rural,KARNATAKA,Sikh,9,126,120
29,Rural,KARNATAKA,Sikh,10,123,110
29,Rural,KARNATAKA,Sikh,11,119,114
29,Rural,KARNATAKA,Sikh,12,134,124
29,Rural,KARNATAKA,Sikh,13,119,115
29,Rural,KARNATAKA,Sikh,14,120,114
29,Rural,KARNATAKA,Sikh,15,131,114
29,Rural,KARNATAKA,Sikh,16,127,118
29,Rural,KARNATAKA,Sikh,17,119,112
29,Rural,KARNATAKA,Sikh,18,153,137
29,Rural,KARNATAKA,Sikh,19,135,122
29,Rural,KARNATAKA,Sikh,20-24,731,628
29,Rural,KARNATAKA,Sikh,25-29,644,499
29,Rural,KARNATAKA,Sikh,30-34,484,369
29,Rural,KARNATAKA,Sikh,35-59,1783,1056
29,Rural,KARNATAKA,Sikh,60+,605,247
29,Rural,KARNATAKA,Sikh,Age not stated,41,25
29,Rural,KARNATAKA,Buddhist,7,1073,823
29,Rural,KARNATAKA,Buddhist,8,1191,1061
29,Rural,KARNATAKA,Buddhist,9,1216,1147
29,Rural,KARNATAKA,Buddhist,10,1431,1331
29,Rural,KARNATAKA,Buddhist,11,1289,1227
29,Rural,KARNATAKA,Buddhist,12,1424,1337
29,Rural,KARNATAKA,Buddhist,13,1401,1331
29,Rural,KARNATAKA,Buddhist,14,1615,1522
29,Rural,KARNATAKA,Buddhist,15,1567,1472
29,Rural,KARNATAKA,Buddhist,16,1690,1577
29,Rural,KARNATAKA,Buddhist,17,1475,1390
29,Rural,KARNATAKA,Buddhist,18,1942,1768
29,Rural,KARNATAKA,Buddhist,19,1478,1337
29,Rural,KARNATAKA,Buddhist,20-24,7519,6614
29,Rural,KARNATAKA,Buddhist,25-29,6849,5789
29,Rural,KARNATAKA,Buddhist,30-34,5866,4801
29,Rural,KARNATAKA,Buddhist,35-59,15741,9110
29,Rural,KARNATAKA,Buddhist,60+,7791,1914
29,Rural,KARNATAKA,Buddhist,Age not stated,34,28
29,Rural,KARNATAKA,Jain,7,3456,2642
29,Rural,KARNATAKA,Jain,8,3405,3265
29,Rural,KARNATAKA,Jain,9,3607,3495
29,Rural,KARNATAKA,Jain,10,4009,3871
29,Rural,KARNATAKA,Jain,11,3814,3754
29,Rural,KARNATAKA,Jain,12,3929,3863
29,Rural,KARNATAKA,Jain,13,3854,3806
29,Rural,KARNATAKA,Jain,14,3898,3831
29,Rural,KARNATAKA,Jain,15,3947,3865
29,Rural,KARNATAKA,Jain,16,3931,3872
29,Rural,KARNATAKA,Jain,17,3639,3576
29,Rural,KARNATAKA,Jain,18,4471,4351
29,Rural,KARNATAKA,Jain,19,3755,3651
29,Rural,KARNATAKA,Jain,20-24,19907,19180
29,Rural,KARNATAKA,Jain,25-29,17779,16559
29,Rural,KARNATAKA,Jain,30-34,15527,13834
29,Rural,KARNATAKA,Jain,35-59,66796,50247
29,Rural,KARNATAKA,Jain,60+,28565,15008
29,Rural,KARNATAKA,Jain,Age not stated,88,70
29,Rural,KARNATAKA,Other religions and persuasions,7,76,59
29,Rural,KARNATAKA,Other religions and persuasions,8,96,86
29,Rural,KARNATAKA,Other religions and persuasions,9,87,84
29,Rural,KARNATAKA,Other religions and persuasions,10,103,93
29,Rural,KARNATAKA,Other religions and persuasions,11,103,99
29,Rural,KARNATAKA,Other religions and persuasions,12,105,99
29,Rural,KARNATAKA,Other religions and persuasions,13,92,89
29,Rural,KARNATAKA,Other religions and persuasions,14,103,97
29,Rural,KARNATAKA,Other religions and persuasions,15,120,112
29,Rural,KARNATAKA,Other religions and persuasions,16,108,98
29,Rural,KARNATAKA,Other religions and persuasions,17,74,71
29,Rural,KARNATAKA,Other religions and persuasions,18,118,103
29,Rural,KARNATAKA,Other religions and persuasions,19,76,71
29,Rural,KARNATAKA,Other religions and persuasions,20-24,467,401
29,Rural,KARNATAKA,Other religions and persuasions,25-29,443,352
29,Rural,KARNATAKA,Other religions and persuasions,30-34,364,272
29,Rural,KARNATAKA,Other religions and persuasions,35-59,1335,790
29,Rural,KARNATAKA,Other religions and persuasions,60+,557,217
29,Rural,KARNATAKA,Other religions and persuasions,Age not stated,6,4
29,Urban,KARNATAKA,Hindu,7,265779,219745
29,Urban,KARNATAKA,Hindu,8,265843,248928
29,Urban,KARNATAKA,Hindu,9,263037,251520
29,Urban,KARNATAKA,Hindu,10,310194,293855
29,Urban,KARNATAKA,Hindu,11,290313,280771
29,Urban,KARNATAKA,Hindu,12,287444,278183
29,Urban,KARNATAKA,Hindu,13,276585,268849
29,Urban,KARNATAKA,Hindu,14,280758,271901
29,Urban,KARNATAKA,Hindu,15,282246,271508
29,Urban,KARNATAKA,Hindu,16,282425,271940
29,Urban,KARNATAKA,Hindu,17,281932,271756
29,Urban,KARNATAKA,Hindu,18,351996,333040
29,Urban,KARNATAKA,Hindu,19,324349,308342
29,Urban,KARNATAKA,Hindu,20-24,1824508,1705944
29,Urban,KARNATAKA,Hindu,25-29,1874769,1703446
29,Urban,KARNATAKA,Hindu,30-34,1552649,1378073
29,Urban,KARNATAKA,Hindu,35-59,5098661,4087456
29,Urban,KARNATAKA,Hindu,60+,1469995,973003
29,Urban,KARNATAKA,Hindu,Age not stated,13829,10946
29,Urban,KARNATAKA,Muslim,7,103628,84124
29,Urban,KARNATAKA,Muslim,8,103584,96292
29,Urban,KARNATAKA,Muslim,9,100307,95419
29,Urban,KARNATAKA,Muslim,10,116846,110496
29,Urban,KARNATAKA,Muslim,11,105784,101759
29,Urban,KARNATAKA,Muslim,12,109277,105184
29,Urban,KARNATAKA,Muslim,13,99667,96108
29,Urban,KARNATAKA,Muslim,14,102264,97966
29,Urban,KARNATAKA,Muslim,15,102826,97575
29,Urban,KARNATAKA,Muslim,16,104349,98845
29,Urban,KARNATAKA,Muslim,17,100747,95226
29,Urban,KARNATAKA,Muslim,18,129394,119913
29,Urban,KARNATAKA,Muslim,19,106561,98775
29,Urban,KARNATAKA,Muslim,20-24,557288,503448
29,Urban,KARNATAKA,Muslim,25-29,492225,424974
29,Urban,KARNATAKA,Muslim,30-34,381746,315967
29,Urban,KARNATAKA,Muslim,35-59,1175079,853533
29,Urban,KARNATAKA,Muslim,60+,308672,171288
29,Urban,KARNATAKA,Muslim,Age not stated,2752,1982
29,Urban,KARNATAKA,Christian,7,11782,10028
29,Urban,KARNATAKA,Christian,8,11398,10793
29,Urban,KARNATAKA,Christian,9,11532,11086
29,Urban,KARNATAKA,Christian,10,13328,12731
29,Urban,KARNATAKA,Christian,11,12442,12098
29,Urban,KARNATAKA,Christian,12,12163,11899
29,Urban,KARNATAKA,Christian,13,12324,12084
29,Urban,KARNATAKA,Christian,14,12158,11924
29,Urban,KARNATAKA,Christian,15,12346,12066
29,Urban,KARNATAKA,Christian,16,12083,11820
29,Urban,KARNATAKA,Christian,17,12682,12370
29,Urban,KARNATAKA,Christian,18,15512,15112
29,Urban,KARNATAKA,Christian,19,15951,15549
29,Urban,KARNATAKA,Christian,20-24,83008,80231
29,Urban,KARNATAKA,Christian,25-29,83669,79850
29,Urban,KARNATAKA,Christian,30-34,74152,70336
29,Urban,KARNATAKA,Christian,35-59,262573,240462
29,Urban,KARNATAKA,Christian,60+,84462,71638
29,Urban,KARNATAKA,Christian,Age not stated,896,776
29,Urban,KARNATAKA,Sikh,7,360,291
29,Urban,KARNATAKA,Sikh,8,351,323
29,Urban,KARNATAKA,Sikh,9,341,320
29,Urban,KARNATAKA,Sikh,10,401,370
29,Urban,KARNATAKA,Sikh,11,309,292
29,Urban,KARNATAKA,Sikh,12,339,330
29,Urban,KARNATAKA,Sikh,13,309,294
29,Urban,KARNATAKA,Sikh,14,299,286
29,Urban,KARNATAKA,Sikh,15,290,273
29,Urban,KARNATAKA,Sikh,16,284,269
29,Urban,KARNATAKA,Sikh,17,323,301
29,Urban,KARNATAKA,Sikh,18,404,383
29,Urban,KARNATAKA,Sikh,19,445,420
